path,scale,model_dir,language,n_rows,n_cols,bytes,n_missing,n_dup_rows,llm_matches_dir,selfplay,seq_len_ok
0.01/gemini-3.5-flash-lite/x0.01_fr_gemini-3.5-flash-lite.csv,0.01,gemini-3.5-flash-lite,fr,40,20,18945,0,0,True,True,True
0.01/gemini-3.5-flash-lite/x0.01_vn_gemini-3.5-flash-lite.csv,0.01,gemini-3.5-flash-lite,vn,40,20,19969,0,0,True,True,True
0.01/gpt-5.4-nano-2026-03-17/x0.01_ar_gpt-5.4-nano-2026-03-17.csv,0.01,gpt-5.4-nano-2026-03-17,ar,40,20,18829,0,0,True,True,True
0.01/gpt-5.4-nano-2026-03-17/x0.01_cn_gpt-5.4-nano-2026-03-17.csv,0.01,gpt-5.4-nano-2026-03-17,cn,40,20,18881,0,0,True,True,True
0.01/gpt-5.4-nano-2026-03-17/x0.01_en_gpt-5.4-nano-2026-03-17.csv,0.01,gpt-5.4-nano-2026-03-17,en,40,20,18485,0,0,True,True,True
0.01/gpt-5.4-nano-2026-03-17/x0.01_fr_gpt-5.4-nano-2026-03-17.csv,0.01,gpt-5.4-nano-2026-03-17,fr,40,20,18765,0,0,True,True,True
0.01/gpt-5.4-nano-2026-03-17/x0.01_vn_gpt-5.4-nano-2026-03-17.csv,0.01,gpt-5.4-nano-2026-03-17,vn,40,20,19689,0,0,True,True,True
0.01/grok-4.20-0309-non-reasoning/x0.01_ar_grok-4.20-0309-non-reasoning.csv,0.01,grok-4.20-0309-non-reasoning,ar,40,20,19545,0,0,True,True,True
0.01/grok-4.20-0309-non-reasoning/x0.01_cn_grok-4.20-0309-non-reasoning.csv,0.01,grok-4.20-0309-non-reasoning,cn,40,20,19245,0,0,True,True,True
0.01/grok-4.20-0309-non-reasoning/x0.01_en_grok-4.20-0309-non-reasoning.csv,0.01,grok-4.20-0309-non-reasoning,en,40,20,19441,0,0,True,True,True
0.01/grok-4.20-0309-non-reasoning/x0.01_fr_grok-4.20-0309-non-reasoning.csv,0.01,grok-4.20-0309-non-reasoning,fr,40,20,19181,0,0,True,True,True
0.01/grok-4.20-0309-non-reasoning/x0.01_vn_grok-4.20-0309-non-reasoning.csv,0.01,grok-4.20-0309-non-reasoning,vn,40,20,20601,0,0,True,True,True
0.01/qwen3-235b-a22b-instruct-2507/x0.01_ar_qwen3-235b-a22b-instruct-2507.csv,0.01,qwen3-235b-a22b-instruct-2507,ar,40,20,19033,0,0,True,True,True
0.01/qwen3-235b-a22b-instruct-2507/x0.01_cn_qwen3-235b-a22b-instruct-2507.csv,0.01,qwen3-235b-a22b-instruct-2507,cn,40,20,19053,0,0,True,True,True
0.01/qwen3-235b-a22b-instruct-2507/x0.01_en_qwen3-235b-a22b-instruct-2507.csv,0.01,qwen3-235b-a22b-instruct-2507,en,40,20,18793,0,0,True,True,True
0.01/qwen3-235b-a22b-instruct-2507/x0.01_fr_qwen3-235b-a22b-instruct-2507.csv,0.01,qwen3-235b-a22b-instruct-2507,fr,40,20,18717,0,0,True,True,True
0.01/qwen3-235b-a22b-instruct-2507/x0.01_vn_qwen3-235b-a22b-instruct-2507.csv,0.01,qwen3-235b-a22b-instruct-2507,vn,40,20,20165,0,0,True,True,True
0.1/claude-haiku-4-5-20251001/x0.1_ar_claude-haiku-4-5-20251001.csv,0.1,claude-haiku-4-5-20251001,ar,40,20,18121,0,0,True,True,True
0.1/claude-haiku-4-5-20251001/x0.1_cn_claude-haiku-4-5-20251001.csv,0.1,claude-haiku-4-5-20251001,cn,40,20,18145,0,0,True,True,True
0.1/claude-haiku-4-5-20251001/x0.1_en_claude-haiku-4-5-20251001.csv,0.1,claude-haiku-4-5-20251001,en,40,20,17961,0,0,True,True,True
0.1/claude-haiku-4-5-20251001/x0.1_fr_claude-haiku-4-5-20251001.csv,0.1,claude-haiku-4-5-20251001,fr,40,20,18189,0,0,True,True,True
0.1/claude-haiku-4-5-20251001/x0.1_vn_claude-haiku-4-5-20251001.csv,0.1,claude-haiku-4-5-20251001,vn,40,20,19385,0,0,True,True,True
0.1/gemini-3.1-flash-lite-preview/x0.1_ar_gemini-3.1-flash-lite-preview.csv,0.1,gemini-3.1-flash-lite-preview,ar,40,20,18345,0,0,True,True,True
0.1/gemini-3.1-flash-lite-preview/x0.1_cn_gemini-3.1-flash-lite-preview.csv,0.1,gemini-3.1-flash-lite-preview,cn,40,20,18181,0,0,True,True,True
0.1/gemini-3.1-flash-lite-preview/x0.1_en_gemini-3.1-flash-lite-preview.csv,0.1,gemini-3.1-flash-lite-preview,en,40,20,18169,0,0,True,True,True
0.1/gemini-3.1-flash-lite-preview/x0.1_fr_gemini-3.1-flash-lite-preview.csv,0.1,gemini-3.1-flash-lite-preview,fr,40,20,18097,0,0,True,True,True
0.1/gemini-3.1-flash-lite-preview/x0.1_vn_gemini-3.1-flash-lite-preview.csv,0.1,gemini-3.1-flash-lite-preview,vn,40,20,19385,0,0,True,True,True
0.1/gemini-3.5-flash-lite/x0.1_ar_gemini-3.5-flash-lite.csv,0.1,gemini-3.5-flash-lite,ar,40,20,18169,0,0,True,True,True
0.1/gemini-3.5-flash-lite/x0.1_cn_gemini-3.5-flash-lite.csv,0.1,gemini-3.5-flash-lite,cn,40,20,18245,0,0,True,True,True
0.1/gemini-3.5-flash-lite/x0.1_en_gemini-3.5-flash-lite.csv,0.1,gemini-3.5-flash-lite,en,40,20,17941,0,0,True,True,True
0.1/gemini-3.5-flash-lite/x0.1_fr_gemini-3.5-flash-lite.csv,0.1,gemini-3.5-flash-lite,fr,40,20,17897,0,0,True,True,True
0.1/gemini-3.5-flash-lite/x0.1_vn_gemini-3.5-flash-lite.csv,0.1,gemini-3.5-flash-lite,vn,40,20,19045,0,0,True,True,True
0.1/gpt-5.4-nano-2026-03-17/x0.1_ar_gpt-5.4-nano-2026-03-17.csv,0.1,gpt-5.4-nano-2026-03-17,ar,40,20,17873,0,0,True,True,True
0.1/gpt-5.4-nano-2026-03-17/x0.1_cn_gpt-5.4-nano-2026-03-17.csv,0.1,gpt-5.4-nano-2026-03-17,cn,40,20,18021,0,0,True,True,True
0.1/gpt-5.4-nano-2026-03-17/x0.1_en_gpt-5.4-nano-2026-03-17.csv,0.1,gpt-5.4-nano-2026-03-17,en,40,20,17837,0,0,True,True,True
0.1/gpt-5.4-nano-2026-03-17/x0.1_fr_gpt-5.4-nano-2026-03-17.csv,0.1,gpt-5.4-nano-2026-03-17,fr,40,20,18005,0,0,True,True,True
0.1/gpt-5.4-nano-2026-03-17/x0.1_vn_gpt-5.4-nano-2026-03-17.csv,0.1,gpt-5.4-nano-2026-03-17,vn,40,20,18885,0,0,True,True,True
0.1/grok-4.20-0309-non-reasoning/x0.1_ar_grok-4.20-0309-non-reasoning.csv,0.1,grok-4.20-0309-non-reasoning,ar,40,20,18481,0,0,True,True,True
0.1/grok-4.20-0309-non-reasoning/x0.1_cn_grok-4.20-0309-non-reasoning.csv,0.1,grok-4.20-0309-non-reasoning,cn,40,20,18433,0,0,True,True,True
0.1/grok-4.20-0309-non-reasoning/x0.1_en_grok-4.20-0309-non-reasoning.csv,0.1,grok-4.20-0309-non-reasoning,en,40,20,18569,0,0,True,True,True
0.1/grok-4.20-0309-non-reasoning/x0.1_fr_grok-4.20-0309-non-reasoning.csv,0.1,grok-4.20-0309-non-reasoning,fr,40,20,18453,0,0,True,True,True
0.1/grok-4.20-0309-non-reasoning/x0.1_vn_grok-4.20-0309-non-reasoning.csv,0.1,grok-4.20-0309-non-reasoning,vn,40,20,19625,0,0,True,True,True
0.1/qwen3-235b-a22b-instruct-2507/x0.1_ar_qwen3-235b-a22b-instruct-2507.csv,0.1,qwen3-235b-a22b-instruct-2507,ar,40,20,18221,0,0,True,True,True
0.1/qwen3-235b-a22b-instruct-2507/x0.1_cn_qwen3-235b-a22b-instruct-2507.csv,0.1,qwen3-235b-a22b-instruct-2507,cn,40,20,18361,0,0,True,True,True
0.1/qwen3-235b-a22b-instruct-2507/x0.1_en_qwen3-235b-a22b-instruct-2507.csv,0.1,qwen3-235b-a22b-instruct-2507,en,40,20,18133,0,0,True,True,True
0.1/qwen3-235b-a22b-instruct-2507/x0.1_fr_qwen3-235b-a22b-instruct-2507.csv,0.1,qwen3-235b-a22b-instruct-2507,fr,40,20,17901,0,0,True,True,True
0.1/qwen3-235b-a22b-instruct-2507/x0.1_vn_qwen3-235b-a22b-instruct-2507.csv,0.1,qwen3-235b-a22b-instruct-2507,vn,40,20,19481,0,0,True,True,True
0.25/claude-haiku-4-5-20251001/x0.25_ar_claude-haiku-4-5-20251001.csv,0.25,claude-haiku-4-5-20251001,ar,40,20,18449,0,0,True,True,True
0.25/claude-haiku-4-5-20251001/x0.25_cn_claude-haiku-4-5-20251001.csv,0.25,claude-haiku-4-5-20251001,cn,40,20,18483,0,0,True,True,True
0.25/claude-haiku-4-5-20251001/x0.25_en_claude-haiku-4-5-20251001.csv,0.25,claude-haiku-4-5-20251001,en,40,20,18251,0,0,True,True,True
0.25/claude-haiku-4-5-20251001/x0.25_fr_claude-haiku-4-5-20251001.csv,0.25,claude-haiku-4-5-20251001,fr,40,20,18387,0,0,True,True,True
0.25/claude-haiku-4-5-20251001/x0.25_vn_claude-haiku-4-5-20251001.csv,0.25,claude-haiku-4-5-20251001,vn,40,20,19567,0,0,True,True,True
0.25/gemini-3.1-flash-lite-preview/x0.25_ar_gemini-3.1-flash-lite-preview.csv,0.25,gemini-3.1-flash-lite-preview,ar,40,20,18589,0,0,True,True,True
0.25/gemini-3.1-flash-lite-preview/x0.25_cn_gemini-3.1-flash-lite-preview.csv,0.25,gemini-3.1-flash-lite-preview,cn,40,20,18731,0,0,True,True,True
0.25/gemini-3.1-flash-lite-preview/x0.25_en_gemini-3.1-flash-lite-preview.csv,0.25,gemini-3.1-flash-lite-preview,en,40,20,18457,0,0,True,True,True
0.25/gemini-3.1-flash-lite-preview/x0.25_fr_gemini-3.1-flash-lite-preview.csv,0.25,gemini-3.1-flash-lite-preview,fr,40,20,18563,0,0,True,True,True
0.25/gemini-3.1-flash-lite-preview/x0.25_vn_gemini-3.1-flash-lite-preview.csv,0.25,gemini-3.1-flash-lite-preview,vn,40,20,19707,0,0,True,True,True
0.25/gemini-3.5-flash-lite/x0.25_ar_gemini-3.5-flash-lite.csv,0.25,gemini-3.5-flash-lite,ar,40,20,18301,0,0,True,True,True
0.25/gemini-3.5-flash-lite/x0.25_cn_gemini-3.5-flash-lite.csv,0.25,gemini-3.5-flash-lite,cn,40,20,18309,0,0,True,True,True
0.25/gemini-3.5-flash-lite/x0.25_en_gemini-3.5-flash-lite.csv,0.25,gemini-3.5-flash-lite,en,40,20,18123,0,0,True,True,True
0.25/gemini-3.5-flash-lite/x0.25_fr_gemini-3.5-flash-lite.csv,0.25,gemini-3.5-flash-lite,fr,40,20,18133,0,0,True,True,True
0.25/gemini-3.5-flash-lite/x0.25_vn_gemini-3.5-flash-lite.csv,0.25,gemini-3.5-flash-lite,vn,40,20,19399,0,0,True,True,True
0.25/gpt-5.4-nano-2026-03-17/x0.25_ar_gpt-5.4-nano-2026-03-17.csv,0.25,gpt-5.4-nano-2026-03-17,ar,40,20,18255,0,0,True,True,True
0.25/gpt-5.4-nano-2026-03-17/x0.25_cn_gpt-5.4-nano-2026-03-17.csv,0.25,gpt-5.4-nano-2026-03-17,cn,40,20,18315,0,0,True,True,True
0.25/gpt-5.4-nano-2026-03-17/x0.25_en_gpt-5.4-nano-2026-03-17.csv,0.25,gpt-5.4-nano-2026-03-17,en,40,20,18183,0,0,True,True,True
0.25/gpt-5.4-nano-2026-03-17/x0.25_fr_gpt-5.4-nano-2026-03-17.csv,0.25,gpt-5.4-nano-2026-03-17,fr,40,20,18237,0,0,True,True,True
0.25/gpt-5.4-nano-2026-03-17/x0.25_vn_gpt-5.4-nano-2026-03-17.csv,0.25,gpt-5.4-nano-2026-03-17,vn,40,20,19273,0,0,True,True,True
0.25/grok-4.20-0309-non-reasoning/x0.25_ar_grok-4.20-0309-non-reasoning.csv,0.25,grok-4.20-0309-non-reasoning,ar,40,20,18741,0,0,True,True,True
0.25/grok-4.20-0309-non-reasoning/x0.25_cn_grok-4.20-0309-non-reasoning.csv,0.25,grok-4.20-0309-non-reasoning,cn,40,20,18875,0,0,True,True,True
0.25/grok-4.20-0309-non-reasoning/x0.25_en_grok-4.20-0309-non-reasoning.csv,0.25,grok-4.20-0309-non-reasoning,en,40,20,18653,0,0,True,True,True
0.25/grok-4.20-0309-non-reasoning/x0.25_fr_grok-4.20-0309-non-reasoning.csv,0.25,grok-4.20-0309-non-reasoning,fr,40,20,18867,0,0,True,True,True
0.25/grok-4.20-0309-non-reasoning/x0.25_vn_grok-4.20-0309-non-reasoning.csv,0.25,grok-4.20-0309-non-reasoning,vn,40,20,20033,0,0,True,True,True
0.25/qwen3-235b-a22b-instruct-2507/x0.25_ar_qwen3-235b-a22b-instruct-2507.csv,0.25,qwen3-235b-a22b-instruct-2507,ar,40,20,18581,0,0,True,True,True
0.25/qwen3-235b-a22b-instruct-2507/x0.25_cn_qwen3-235b-a22b-instruct-2507.csv,0.25,qwen3-235b-a22b-instruct-2507,cn,40,20,18653,0,0,True,True,True
0.25/qwen3-235b-a22b-instruct-2507/x0.25_en_qwen3-235b-a22b-instruct-2507.csv,0.25,qwen3-235b-a22b-instruct-2507,en,40,20,18519,0,0,True,True,True
0.25/qwen3-235b-a22b-instruct-2507/x0.25_fr_qwen3-235b-a22b-instruct-2507.csv,0.25,qwen3-235b-a22b-instruct-2507,fr,40,20,18469,0,0,True,True,True
0.25/qwen3-235b-a22b-instruct-2507/x0.25_vn_qwen3-235b-a22b-instruct-2507.csv,0.25,qwen3-235b-a22b-instruct-2507,vn,40,20,19671,0,0,True,True,True
0.5/claude-haiku-4-5-20251001/x0.5_ar_claude-haiku-4-5-20251001.csv,0.5,claude-haiku-4-5-20251001,ar,40,20,17113,0,0,True,True,True
0.5/claude-haiku-4-5-20251001/x0.5_cn_claude-haiku-4-5-20251001.csv,0.5,claude-haiku-4-5-20251001,cn,40,20,17193,0,0,True,True,True
0.5/claude-haiku-4-5-20251001/x0.5_en_claude-haiku-4-5-20251001.csv,0.5,claude-haiku-4-5-20251001,en,40,20,16953,0,0,True,True,True
0.5/claude-haiku-4-5-20251001/x0.5_fr_claude-haiku-4-5-20251001.csv,0.5,claude-haiku-4-5-20251001,fr,40,20,17033,0,0,True,True,True
0.5/claude-haiku-4-5-20251001/x0.5_vn_claude-haiku-4-5-20251001.csv,0.5,claude-haiku-4-5-20251001,vn,40,20,18193,0,0,True,True,True
0.5/gemini-3.1-flash-lite-preview/x0.5_ar_gemini-3.1-flash-lite-preview.csv,0.5,gemini-3.1-flash-lite-preview,ar,40,20,17433,0,0,True,True,True
0.5/gemini-3.1-flash-lite-preview/x0.5_cn_gemini-3.1-flash-lite-preview.csv,0.5,gemini-3.1-flash-lite-preview,cn,40,20,17513,0,0,True,True,True
0.5/gemini-3.1-flash-lite-preview/x0.5_en_gemini-3.1-flash-lite-preview.csv,0.5,gemini-3.1-flash-lite-preview,en,40,20,17273,0,0,True,True,True
0.5/gemini-3.1-flash-lite-preview/x0.5_fr_gemini-3.1-flash-lite-preview.csv,0.5,gemini-3.1-flash-lite-preview,fr,40,20,17353,0,0,True,True,True
0.5/gemini-3.1-flash-lite-preview/x0.5_vn_gemini-3.1-flash-lite-preview.csv,0.5,gemini-3.1-flash-lite-preview,vn,40,20,18513,0,0,True,True,True
0.5/gemini-3.5-flash-lite/x0.5_ar_gemini-3.5-flash-lite.csv,0.5,gemini-3.5-flash-lite,ar,40,20,16793,0,0,True,True,True
0.5/gemini-3.5-flash-lite/x0.5_cn_gemini-3.5-flash-lite.csv,0.5,gemini-3.5-flash-lite,cn,40,20,16873,0,0,True,True,True
0.5/gemini-3.5-flash-lite/x0.5_en_gemini-3.5-flash-lite.csv,0.5,gemini-3.5-flash-lite,en,40,20,16633,0,0,True,True,True
0.5/gemini-3.5-flash-lite/x0.5_fr_gemini-3.5-flash-lite.csv,0.5,gemini-3.5-flash-lite,fr,40,20,16713,0,0,True,True,True
0.5/gemini-3.5-flash-lite/x0.5_vn_gemini-3.5-flash-lite.csv,0.5,gemini-3.5-flash-lite,vn,40,20,17873,0,0,True,True,True
0.5/gpt-5.4-nano-2026-03-17/x0.5_ar_gpt-5.4-nano-2026-03-17.csv,0.5,gpt-5.4-nano-2026-03-17,ar,40,20,16953,0,0,True,True,True
0.5/gpt-5.4-nano-2026-03-17/x0.5_cn_gpt-5.4-nano-2026-03-17.csv,0.5,gpt-5.4-nano-2026-03-17,cn,40,20,17033,0,0,True,True,True
0.5/gpt-5.4-nano-2026-03-17/x0.5_en_gpt-5.4-nano-2026-03-17.csv,0.5,gpt-5.4-nano-2026-03-17,en,40,20,16793,0,0,True,True,True
0.5/gpt-5.4-nano-2026-03-17/x0.5_fr_gpt-5.4-nano-2026-03-17.csv,0.5,gpt-5.4-nano-2026-03-17,fr,40,20,16873,0,0,True,True,True
0.5/gpt-5.4-nano-2026-03-17/x0.5_vn_gpt-5.4-nano-2026-03-17.csv,0.5,gpt-5.4-nano-2026-03-17,vn,40,20,18033,0,0,True,True,True
0.5/grok-4.20-0309-non-reasoning/x0.5_ar_grok-4.20-0309-non-reasoning.csv,0.5,grok-4.20-0309-non-reasoning,ar,40,20,17353,0,0,True,True,True
0.5/grok-4.20-0309-non-reasoning/x0.5_cn_grok-4.20-0309-non-reasoning.csv,0.5,grok-4.20-0309-non-reasoning,cn,40,20,17433,0,0,True,True,True
0.5/grok-4.20-0309-non-reasoning/x0.5_en_grok-4.20-0309-non-reasoning.csv,0.5,grok-4.20-0309-non-reasoning,en,40,20,17193,0,0,True,True,True
0.5/grok-4.20-0309-non-reasoning/x0.5_fr_grok-4.20-0309-non-reasoning.csv,0.5,grok-4.20-0309-non-reasoning,fr,40,20,17273,0,0,True,True,True
0.5/grok-4.20-0309-non-reasoning/x0.5_vn_grok-4.20-0309-non-reasoning.csv,0.5,grok-4.20-0309-non-reasoning,vn,40,20,18433,0,0,True,True,True
0.5/qwen3-235b-a22b-instruct-2507/x0.5_ar_qwen3-235b-a22b-instruct-2507.csv,0.5,qwen3-235b-a22b-instruct-2507,ar,40,20,17433,0,0,True,True,True
0.5/qwen3-235b-a22b-instruct-2507/x0.5_cn_qwen3-235b-a22b-instruct-2507.csv,0.5,qwen3-235b-a22b-instruct-2507,cn,40,20,17513,0,0,True,True,True
0.5/qwen3-235b-a22b-instruct-2507/x0.5_en_qwen3-235b-a22b-instruct-2507.csv,0.5,qwen3-235b-a22b-instruct-2507,en,40,20,17273,0,0,True,True,True
0.5/qwen3-235b-a22b-instruct-2507/x0.5_fr_qwen3-235b-a22b-instruct-2507.csv,0.5,qwen3-235b-a22b-instruct-2507,fr,40,20,17353,0,0,True,True,True
0.5/qwen3-235b-a22b-instruct-2507/x0.5_vn_qwen3-235b-a22b-instruct-2507.csv,0.5,qwen3-235b-a22b-instruct-2507,vn,40,20,18513,0,0,True,True,True
1/claude-haiku-4-5-20251001/x1_ar_claude-haiku-4-5-20251001.csv,1.0,claude-haiku-4-5-20251001,ar,40,20,17263,0,0,True,True,True
1/claude-haiku-4-5-20251001/x1_cn_claude-haiku-4-5-20251001.csv,1.0,claude-haiku-4-5-20251001,cn,40,20,17334,0,0,True,True,True
1/claude-haiku-4-5-20251001/x1_en_claude-haiku-4-5-20251001.csv,1.0,claude-haiku-4-5-20251001,en,40,20,17102,0,0,True,True,True
1/claude-haiku-4-5-20251001/x1_fr_claude-haiku-4-5-20251001.csv,1.0,claude-haiku-4-5-20251001,fr,40,20,17137,0,0,True,True,True
1/claude-haiku-4-5-20251001/x1_vn_claude-haiku-4-5-20251001.csv,1.0,claude-haiku-4-5-20251001,vn,40,20,18334,0,0,True,True,True
1/gemini-3.1-flash-lite-preview/x1_ar_gemini-3.1-flash-lite-preview.csv,1.0,gemini-3.1-flash-lite-preview,ar,40,20,17597,0,0,True,True,True
1/gemini-3.1-flash-lite-preview/x1_cn_gemini-3.1-flash-lite-preview.csv,1.0,gemini-3.1-flash-lite-preview,cn,40,20,17761,0,0,True,True,True
1/gemini-3.1-flash-lite-preview/x1_en_gemini-3.1-flash-lite-preview.csv,1.0,gemini-3.1-flash-lite-preview,en,40,20,17503,0,0,True,True,True
1/gemini-3.1-flash-lite-preview/x1_fr_gemini-3.1-flash-lite-preview.csv,1.0,gemini-3.1-flash-lite-preview,fr,40,20,17560,0,0,True,True,True
1/gemini-3.1-flash-lite-preview/x1_vn_gemini-3.1-flash-lite-preview.csv,1.0,gemini-3.1-flash-lite-preview,vn,40,20,18732,0,0,True,True,True
1/gemini-3.5-flash-lite/x1_ar_gemini-3.5-flash-lite.csv,1.0,gemini-3.5-flash-lite,ar,40,20,16910,0,0,True,True,True
1/gemini-3.5-flash-lite/x1_cn_gemini-3.5-flash-lite.csv,1.0,gemini-3.5-flash-lite,cn,40,20,17067,0,0,True,True,True
1/gemini-3.5-flash-lite/x1_en_gemini-3.5-flash-lite.csv,1.0,gemini-3.5-flash-lite,en,40,20,16734,0,0,True,True,True
1/gemini-3.5-flash-lite/x1_fr_gemini-3.5-flash-lite.csv,1.0,gemini-3.5-flash-lite,fr,40,20,16855,0,0,True,True,True
1/gemini-3.5-flash-lite/x1_vn_gemini-3.5-flash-lite.csv,1.0,gemini-3.5-flash-lite,vn,40,20,17972,0,0,True,True,True
1/gpt-5.4-nano-2026-03-17/x1_ar_gpt-5.4-nano-2026-03-17.csv,1.0,gpt-5.4-nano-2026-03-17,ar,40,20,17119,0,0,True,True,True
1/gpt-5.4-nano-2026-03-17/x1_cn_gpt-5.4-nano-2026-03-17.csv,1.0,gpt-5.4-nano-2026-03-17,cn,40,20,17218,0,0,True,True,True
1/gpt-5.4-nano-2026-03-17/x1_en_gpt-5.4-nano-2026-03-17.csv,1.0,gpt-5.4-nano-2026-03-17,en,40,20,16871,0,0,True,True,True
1/gpt-5.4-nano-2026-03-17/x1_fr_gpt-5.4-nano-2026-03-17.csv,1.0,gpt-5.4-nano-2026-03-17,fr,40,20,17031,0,0,True,True,True
1/gpt-5.4-nano-2026-03-17/x1_vn_gpt-5.4-nano-2026-03-17.csv,1.0,gpt-5.4-nano-2026-03-17,vn,40,20,18211,0,0,True,True,True
1/grok-4.20-0309-non-reasoning/x1_ar_grok-4.20-0309-non-reasoning.csv,1.0,grok-4.20-0309-non-reasoning,ar,40,20,17417,0,0,True,True,True
1/grok-4.20-0309-non-reasoning/x1_cn_grok-4.20-0309-non-reasoning.csv,1.0,grok-4.20-0309-non-reasoning,cn,40,20,17555,0,0,True,True,True
1/grok-4.20-0309-non-reasoning/x1_en_grok-4.20-0309-non-reasoning.csv,1.0,grok-4.20-0309-non-reasoning,en,40,20,17225,0,0,True,True,True
1/grok-4.20-0309-non-reasoning/x1_fr_grok-4.20-0309-non-reasoning.csv,1.0,grok-4.20-0309-non-reasoning,fr,40,20,17344,0,0,True,True,True
1/grok-4.20-0309-non-reasoning/x1_vn_grok-4.20-0309-non-reasoning.csv,1.0,grok-4.20-0309-non-reasoning,vn,40,20,18439,0,0,True,True,True
1/qwen3-235b-a22b-instruct-2507/x1_ar_qwen3-235b-a22b-instruct-2507.csv,1.0,qwen3-235b-a22b-instruct-2507,ar,40,20,17709,0,0,True,True,True
1/qwen3-235b-a22b-instruct-2507/x1_cn_qwen3-235b-a22b-instruct-2507.csv,1.0,qwen3-235b-a22b-instruct-2507,cn,40,20,17738,0,0,True,True,True
1/qwen3-235b-a22b-instruct-2507/x1_en_qwen3-235b-a22b-instruct-2507.csv,1.0,qwen3-235b-a22b-instruct-2507,en,40,20,17472,0,0,True,True,True
1/qwen3-235b-a22b-instruct-2507/x1_fr_qwen3-235b-a22b-instruct-2507.csv,1.0,qwen3-235b-a22b-instruct-2507,fr,40,20,17616,0,0,True,True,True
1/qwen3-235b-a22b-instruct-2507/x1_vn_qwen3-235b-a22b-instruct-2507.csv,1.0,qwen3-235b-a22b-instruct-2507,vn,40,20,18723,0,0,True,True,True
10/claude-haiku-4-5-20251001/x10_ar_claude-haiku-4-5-20251001.csv,10.0,claude-haiku-4-5-20251001,ar,40,20,17913,0,0,True,True,True
10/claude-haiku-4-5-20251001/x10_cn_claude-haiku-4-5-20251001.csv,10.0,claude-haiku-4-5-20251001,cn,40,20,17993,0,0,True,True,True
10/claude-haiku-4-5-20251001/x10_en_claude-haiku-4-5-20251001.csv,10.0,claude-haiku-4-5-20251001,en,40,20,17753,0,0,True,True,True
10/claude-haiku-4-5-20251001/x10_fr_claude-haiku-4-5-20251001.csv,10.0,claude-haiku-4-5-20251001,fr,40,20,17833,0,0,True,True,True
10/claude-haiku-4-5-20251001/x10_vn_claude-haiku-4-5-20251001.csv,10.0,claude-haiku-4-5-20251001,vn,40,20,18993,0,0,True,True,True
10/gemini-3.1-flash-lite-preview/x10_ar_gemini-3.1-flash-lite-preview.csv,10.0,gemini-3.1-flash-lite-preview,ar,40,20,18233,0,0,True,True,True
10/gemini-3.1-flash-lite-preview/x10_cn_gemini-3.1-flash-lite-preview.csv,10.0,gemini-3.1-flash-lite-preview,cn,40,20,18313,0,0,True,True,True
10/gemini-3.1-flash-lite-preview/x10_en_gemini-3.1-flash-lite-preview.csv,10.0,gemini-3.1-flash-lite-preview,en,40,20,18073,0,0,True,True,True
