model,language,scale,pairing,welfare,equality,coop,p_DD,p_exploit,p_CC,n_games,log_scale,dyad,dist,nondominated,nondominated_3obj,at_ideal
Claude-Haiku-4.5,ar,1000.0,3,0.43499999999999994,0.7459054766371839,0.145,0.74,0.22999999999999998,0.030000000000000006,10,3.0,SvS,0.6697836504435507,False,False,False
Claude-Haiku-4.5,cn,0.01,0,0.42700000000000005,0.8714484607848192,0.135,0.73,0.27,0.0,10,-2.0,CvC,0.6656131565085655,False,False,False
Claude-Haiku-4.5,cn,0.01,1,0.6260000000000001,0.8511115201341933,0.69,0.06000000000000001,0.5,0.44000000000000006,10,-2.0,CvS,0.32510981178422665,False,False,False
Claude-Haiku-4.5,cn,0.01,2,0.647,0.8884890720741891,0.705,0.12000000000000002,0.35000000000000003,0.53,10,-2.0,SvC,0.28172764955438384,False,False,False
Claude-Haiku-4.5,cn,0.01,3,0.5740000000000001,0.5570846124365963,0.5800000000000001,0.13,0.58,0.29,10,-2.0,SvS,0.5076411333513272,False,False,False
Claude-Haiku-4.5,cn,0.1,0,0.44300000000000006,0.9883720930232558,0.155,0.75,0.19,0.06000000000000001,10,-1.0,CvC,0.631146361084598,False,False,False
Claude-Haiku-4.5,cn,0.1,1,0.643,0.8980531293886311,0.725,0.04,0.47000000000000003,0.49000000000000005,10,-1.0,CvS,0.2867485086512668,False,False,False
Claude-Haiku-4.5,cn,0.1,2,0.5810000000000001,0.8828771370666185,0.5650000000000001,0.21000000000000002,0.45,0.33999999999999997,10,-1.0,SvC,0.39590024944530633,False,False,False
Claude-Haiku-4.5,cn,0.1,3,0.607,0.6644663935431839,0.645,0.1,0.51,0.39,10,-1.0,SvS,0.4155653083823996,False,False,False
Claude-Haiku-4.5,cn,0.25,0,0.54,0.9619408369408371,0.42000000000000004,0.44000000000000006,0.28,0.28,10,-0.6020599913279624,CvC,0.4604066137083415,False,False,False
Claude-Haiku-4.5,cn,0.25,1,0.5810000000000001,0.8650934231300278,0.565,0.21000000000000002,0.45,0.33999999999999997,10,-0.6020599913279624,CvS,0.39872047507168074,False,False,False
Claude-Haiku-4.5,cn,0.25,2,0.509,0.8918542624346587,0.365,0.45,0.37,0.18,10,-0.6020599913279624,SvC,0.5200729518796144,False,False,False
Claude-Haiku-4.5,cn,0.25,3,0.529,0.5962069725911906,0.43499999999999994,0.33999999999999997,0.45,0.21000000000000002,10,-0.6020599913279624,SvS,0.5576984216330415,False,False,False
Claude-Haiku-4.5,cn,0.5,0,0.751,0.9794520547945206,0.885,0.1,0.030000000000000006,0.8700000000000001,10,-0.3010299956639812,CvC,0.08783071231684111,False,False,False
Claude-Haiku-4.5,cn,0.5,1,0.673,0.902255056729925,0.775,0.04,0.37,0.59,10,-0.3010299956639812,CvS,0.23490458055864957,False,False,False
Claude-Haiku-4.5,cn,0.5,2,0.46699999999999997,0.8655657129656336,0.275,0.51,0.43000000000000005,0.06000000000000001,10,-0.3010299956639812,SvC,0.5962922217882934,False,False,False
Claude-Haiku-4.5,cn,0.5,3,0.549,0.4776432038202083,0.525,0.16999999999999998,0.61,0.22000000000000003,10,-0.3010299956639812,SvS,0.5773269751688449,False,False,False
Claude-Haiku-4.5,cn,1.0,0,0.702,0.9814814814814815,0.77,0.2,0.06000000000000001,0.74,10,0.0,CvC,0.1737353382707744,False,False,False
Claude-Haiku-4.5,cn,1.0,1,0.6729999999999999,0.8859154929577464,0.785,0.01,0.41000000000000003,0.58,10,0.0,CvS,0.23855976687936525,False,False,False
Claude-Haiku-4.5,cn,1.0,2,0.6090000000000001,0.7901622517611334,0.645,0.11000000000000001,0.49000000000000005,0.4,10,0.0,SvC,0.36880762640295134,False,False,False
Claude-Haiku-4.5,cn,1.0,3,0.5810000000000001,0.6287325169959594,0.5650000000000001,0.21000000000000002,0.45,0.33999999999999997,10,0.0,SvS,0.4677583745568621,False,False,False
Claude-Haiku-4.5,cn,2.0,0,0.717,0.9927536231884059,0.795,0.2,0.01,0.79,10,0.3010299956639812,CvC,0.14681410010093662,False,False,False
Claude-Haiku-4.5,cn,2.0,1,0.599,0.8758771375887241,0.635,0.09,0.55,0.36,10,0.3010299956639812,CvS,0.3660005020305086,False,False,False
Claude-Haiku-4.5,cn,2.0,2,0.477,0.8634574873817291,0.335,0.38,0.5700000000000001,0.05,10,0.3010299956639812,SvC,0.5790941666741735,False,False,False
Claude-Haiku-4.5,cn,2.0,3,0.547,0.410476778123837,0.535,0.13,0.67,0.2,10,0.3010299956639812,SvS,0.6113893518582294,False,False,False
Claude-Haiku-4.5,cn,5.0,0,0.742,0.9589041095890412,0.8700000000000001,0.1,0.06000000000000001,0.8400000000000001,10,0.6989700043360189,CvC,0.10656892654209663,False,False,False
Claude-Haiku-4.5,cn,5.0,1,0.551,0.7541483605553886,0.5349999999999999,0.15,0.6300000000000001,0.22000000000000003,10,0.6989700043360189,CvS,0.4732595897695065,False,False,False
Claude-Haiku-4.5,cn,5.0,2,0.48200000000000004,0.7520653513930825,0.32999999999999996,0.42000000000000004,0.5,0.08,10,0.6989700043360189,SvC,0.5888533730818885,False,False,False
Claude-Haiku-4.5,cn,5.0,3,0.554,0.6111629043675012,0.51,0.24,0.5,0.26,10,0.6989700043360189,SvS,0.514499410563276,False,False,False
Claude-Haiku-4.5,cn,10.0,0,0.717,0.9927536231884059,0.795,0.2,0.01,0.79,10,1.0,CvC,0.14681410010093662,False,False,False
Claude-Haiku-4.5,cn,10.0,1,0.599,0.854610092727102,0.605,0.18,0.43,0.39,10,1.0,CvS,0.3698949007061479,False,False,False
Claude-Haiku-4.5,cn,10.0,2,0.6060000000000001,0.8379837884866518,0.65,0.08,0.54,0.38,10,1.0,SvC,0.36157589299698745,False,False,False
Claude-Haiku-4.5,cn,10.0,3,0.5900000000000001,0.6002239140170176,0.6,0.15,0.5,0.35,10,1.0,SvS,0.466607929060294,False,False,False
Claude-Haiku-4.5,cn,100.0,0,0.717,0.9927536231884059,0.795,0.2,0.01,0.79,10,2.0,CvC,0.14681410010093662,False,False,False
Claude-Haiku-4.5,cn,100.0,1,0.56,0.8386618527592159,0.55,0.15,0.6,0.25,10,2.0,CvS,0.4393347230501413,False,False,False
Claude-Haiku-4.5,cn,100.0,2,0.546,0.8567130942109372,0.48,0.29,0.45999999999999996,0.25,10,2.0,SvC,0.4603021493381297,False,False,False
Claude-Haiku-4.5,cn,100.0,3,0.542,0.684071484371902,0.48,0.27,0.5,0.22999999999999998,10,2.0,SvS,0.5078561937138176,False,False,False
Claude-Haiku-4.5,cn,1000.0,0,0.697,0.9496724240619416,0.765,0.19,0.09,0.72,10,3.0,CvC,0.18552508576982407,False,False,False
Claude-Haiku-4.5,cn,1000.0,1,0.603,0.9242118195100337,0.615,0.16999999999999998,0.43000000000000005,0.4,10,3.0,CvS,0.3523493282964932,False,False,False
Claude-Haiku-4.5,cn,1000.0,2,0.5549999999999999,0.7700548540839183,0.515,0.22999999999999998,0.51,0.26,10,3.0,SvC,0.4626181039098926,False,False,False
Claude-Haiku-4.5,cn,1000.0,3,0.503,0.8186192432275128,0.34500000000000003,0.48,0.35,0.16999999999999998,10,3.0,SvS,0.5404651833963776,False,False,False
Claude-Haiku-4.5,en,0.01,0,0.40800000000000003,0.9545454545454545,0.04,0.9199999999999999,0.08,0.0,10,-2.0,CvC,0.6937096351148941,False,False,False
Claude-Haiku-4.5,en,0.01,1,0.622,0.8459251888140435,0.66,0.13,0.42000000000000004,0.45,10,-2.0,CvS,0.3329895249418427,False,False,False
Claude-Haiku-4.5,en,0.01,2,0.466,0.8721839366203973,0.25,0.58,0.34,0.08,10,-2.0,SvC,0.5973114539575892,False,False,False
Claude-Haiku-4.5,en,0.01,3,0.557,0.7826899589836345,0.45499999999999996,0.42000000000000004,0.25,0.33,10,-2.0,SvS,0.4562235767288525,False,False,False
Claude-Haiku-4.5,en,0.1,0,0.4,1.0,0.0,1.0,0.0,0.0,10,-1.0,CvC,0.7071067811865475,False,False,False
Claude-Haiku-4.5,en,0.1,1,0.5630000000000001,0.7827816075680254,0.545,0.18,0.55,0.27,10,-1.0,CvS,0.44622868577150615,False,False,False
Claude-Haiku-4.5,en,0.1,2,0.535,0.8702211652138752,0.45499999999999996,0.31,0.47000000000000003,0.22000000000000003,10,-1.0,SvC,0.4773619150908691,False,False,False
Claude-Haiku-4.5,en,0.1,3,0.5980000000000001,0.7797795069799092,0.61,0.16,0.45999999999999996,0.38,10,-1.0,SvS,0.3895651842413614,False,False,False
Claude-Haiku-4.5,en,0.25,0,0.6010000000000001,0.9763601805654549,0.545,0.37,0.17,0.45999999999999996,10,-0.6020599913279624,CvC,0.35218254575070707,False,False,False
Claude-Haiku-4.5,en,0.25,1,0.46399999999999997,0.8699158036213672,0.3,0.42000000000000004,0.5599999999999999,0.02,10,-0.6020599913279624,CvS,0.6010498723681235,False,False,False
Claude-Haiku-4.5,en,0.25,2,0.437,0.6709486895533407,0.175,0.6599999999999999,0.33,0.01,10,-0.6020599913279624,SvC,0.6825800373973238,False,False,False
Claude-Haiku-4.5,en,0.25,3,0.46499999999999997,0.622620253775269,0.275,0.5,0.45,0.05,10,-0.6020599913279624,SvS,0.6495466583936225,False,False,False
Claude-Haiku-4.5,en,0.5,0,0.5800000000000001,0.9655863460211286,0.5,0.4,0.2,0.4,10,-0.3010299956639812,CvC,0.3896692825847179,False,False,False
Claude-Haiku-4.5,en,0.5,1,0.51,0.9799919967987195,0.4,0.35,0.5,0.15,10,-0.3010299956639812,CvS,0.5128475992885715,False,False,False
Claude-Haiku-4.5,en,0.5,2,0.507,0.9317576956810271,0.345,0.5,0.31,0.19,10,-0.3010299956639812,SvC,0.5201986457588886,False,False,False
Claude-Haiku-4.5,en,0.5,3,0.507,0.41477992595639657,0.425,0.26,0.63,0.11000000000000001,10,-0.3010299956639812,SvS,0.6629625875807778,False,False,False
Claude-Haiku-4.5,en,1.0,0,0.532,0.9615411076711385,0.39,0.49000000000000005,0.24000000000000005,0.27,10,0.0,CvC,0.4745414030404317,False,False,False
Claude-Haiku-4.5,en,1.0,1,0.542,0.907573853771896,0.47000000000000003,0.3,0.45999999999999996,0.24,10,0.0,CvS,0.46074265729720465,False,False,False
Claude-Haiku-4.5,en,1.0,2,0.5349999999999999,0.8350894825742025,0.445,0.34,0.43,0.22999999999999998,10,0.0,SvC,0.4827534198520217,False,False,False
Claude-Haiku-4.5,en,1.0,3,0.54,0.791245350631403,0.44000000000000006,0.38,0.36,0.26,10,0.0,SvS,0.48274139227592955,False,False,False
Claude-Haiku-4.5,en,2.0,0,0.602,0.9836065573770492,0.51,0.48,0.02,0.5,10,0.3010299956639812,CvC,0.35020975497623713,False,False,False
Claude-Haiku-4.5,en,2.0,1,0.525,0.9313121475005095,0.43499999999999994,0.32,0.49000000000000005,0.19,10,0.3010299956639812,CvS,0.4885561743960421,False,False,False
Claude-Haiku-4.5,en,2.0,2,0.526,0.7806338711897751,0.41999999999999993,0.37,0.42000000000000004,0.21000000000000002,10,0.3010299956639812,SvC,0.5085993012525598,False,False,False
Claude-Haiku-4.5,en,2.0,3,0.532,0.7385030259201462,0.42000000000000004,0.4,0.36,0.24,10,0.3010299956639812,SvS,0.5085669412441787,False,False,False
Claude-Haiku-4.5,en,5.0,0,0.549,0.9705882352941175,0.41500000000000004,0.5,0.17,0.32999999999999996,10,0.6989700043360189,CvC,0.444196635457268,False,False,False
Claude-Haiku-4.5,en,5.0,1,0.521,0.951109257262227,0.41500000000000004,0.36,0.45,0.19,10,0.6989700043360189,CvS,0.49441710868731625,False,False,False
Claude-Haiku-4.5,en,5.0,2,0.516,0.9048462032891693,0.4,0.38,0.44000000000000006,0.18,10,0.6989700043360189,SvC,0.506534423819589,False,False,False
Claude-Haiku-4.5,en,5.0,3,0.534,0.8435176266662913,0.42000000000000004,0.41,0.34,0.25,10,0.6989700043360189,SvS,0.48306921510491135,False,False,False
Claude-Haiku-4.5,en,10.0,0,0.46299999999999997,0.9080882352941178,0.215,0.67,0.23000000000000004,0.1,10,1.0,CvC,0.5992720678003229,False,False,False
Claude-Haiku-4.5,en,10.0,1,0.506,0.959022985732439,0.41000000000000003,0.3,0.5800000000000001,0.12000000000000002,10,1.0,CvS,0.5205305541936439,False,False,False
Claude-Haiku-4.5,en,10.0,2,0.5890000000000001,0.9585231193926846,0.545,0.31,0.29000000000000004,0.4,10,1.0,SvC,0.37415009129018884,False,False,False
Claude-Haiku-4.5,en,10.0,3,0.5810000000000001,0.8425975663680582,0.525,0.33,0.29,0.38,10,1.0,SvS,0.4028224026250636,False,False,False
Claude-Haiku-4.5,en,100.0,0,0.563,0.9513203994914624,0.465,0.42000000000000004,0.22999999999999998,0.35,10,2.0,CvC,0.4203724262518125,False,False,False
Claude-Haiku-4.5,en,100.0,1,0.553,0.8996782645214723,0.515,0.22000000000000003,0.53,0.25,10,2.0,CvS,0.4423633690810212,False,False,False
Claude-Haiku-4.5,en,100.0,2,0.507,0.8273560884502787,0.385,0.38,0.47000000000000003,0.15,10,2.0,SvC,0.532147615890172,False,False,False
Claude-Haiku-4.5,en,100.0,3,0.543,0.7416027367805232,0.43499999999999994,0.41,0.31,0.28,10,2.0,SvS,0.48968122061159103,False,False,False
Claude-Haiku-4.5,en,1000.0,0,0.528,0.8951488282988829,0.39,0.47000000000000003,0.28,0.25,10,3.0,CvC,0.4865150399561648,False,False,False
Claude-Haiku-4.5,en,1000.0,1,0.635,0.9530715077601162,0.675,0.15,0.35,0.5,10,3.0,CvS,0.29356305403090904,False,False,False
Claude-Haiku-4.5,en,1000.0,2,0.49000000000000005,0.8768011565484706,0.37,0.33999999999999997,0.58,0.08,10,3.0,SvC,0.5548887073223757,False,False,False
Claude-Haiku-4.5,en,1000.0,3,0.507,0.45718472004186295,0.40499999999999997,0.32,0.55,0.13,10,3.0,SvS,0.6446722726145552,False,False,False
Claude-Haiku-4.5,fr,0.01,0,0.4,1.0,0.0,1.0,0.0,0.0,10,-2.0,CvC,0.7071067811865475,False,False,False
Claude-Haiku-4.5,fr,0.01,1,0.764,0.9204316809950612,0.9400000000000001,0.0,0.12,0.8800000000000001,10,-2.0,CvS,0.08494444475441497,False,False,False
Claude-Haiku-4.5,fr,0.01,2,0.674,0.9410305038253151,0.74,0.15,0.22000000000000003,0.63,10,-2.0,SvC,0.22660803326349244,False,False,False
Claude-Haiku-4.5,fr,0.01,3,0.76,1.0,0.9,0.1,0.0,0.9,10,-2.0,SvS,0.07071067811865481,False,False,False
Claude-Haiku-4.5,fr,0.1,0,0.404,1.0,0.02,0.96,0.04,0.0,10,-1.0,CvC,0.700035713374682,False,False,False
Claude-Haiku-4.5,fr,0.1,1,0.728,0.971830985915493,0.8800000000000001,0.0,0.24000000000000005,0.76,10,-1.0,CvS,0.12882836130777495,False,False,False
Claude-Haiku-4.5,fr,0.1,2,0.45899999999999996,0.9018294648613798,0.29500000000000004,0.41,0.5900000000000001,0.0,10,-1.0,SvC,0.6067922642755934,False,False,False
Claude-Haiku-4.5,fr,0.1,3,0.656,0.9232407546307883,0.7,0.18,0.24000000000000005,0.58,10,-1.0,SvS,0.2602806002659926,False,False,False
Claude-Haiku-4.5,fr,0.25,0,0.754,0.9863013698630138,0.89,0.1,0.02,0.8800000000000001,10,-0.6020599913279624,CvC,0.08189216222456813,False,False,False
Claude-Haiku-4.5,fr,0.25,1,0.51,0.7056705109663541,0.41,0.32,0.54,0.14,10,-0.6020599913279624,CvS,0.5532878311127071,False,False,False
Claude-Haiku-4.5,fr,0.25,2,0.495,0.8854427168787511,0.34500000000000003,0.44000000000000006,0.43,0.13,10,-0.6020599913279624,SvC,0.5452199652966323,False,False,False
Claude-Haiku-4.5,fr,0.25,3,0.52,0.8238771735109138,0.36,0.52,0.24,0.24,10,-0.6020599913279624,SvS,0.5104014351520305,False,False,False
Claude-Haiku-4.5,fr,0.5,0,0.602,0.9260969349608509,0.58,0.26999999999999996,0.3,0.43,10,-0.3010299956639812,CvC,0.3538973460074128,False,False,False
Claude-Haiku-4.5,fr,0.5,1,0.46699999999999997,0.8428434107435032,0.265,0.54,0.39,0.06999999999999999,10,-0.3010299956639812,CvS,0.5990636208061442,False,False,False
Claude-Haiku-4.5,fr,0.5,2,0.466,0.7794585829232904,0.24,0.61,0.3,0.09,10,-0.3010299956639812,SvC,0.6106813885514291,False,False,False
Claude-Haiku-4.5,fr,0.5,3,0.476,0.892906678400178,0.24,0.6599999999999999,0.2,0.14,10,-0.3010299956639812,SvS,0.577740850005988,False,False,False
Claude-Haiku-4.5,fr,1.0,0,0.643,0.9703703703703704,0.655,0.25,0.19,0.56,10,0.0,CvC,0.2783290902438955,False,False,False
Claude-Haiku-4.5,fr,1.0,1,0.515,0.8733438872307391,0.375,0.45,0.35000000000000003,0.2,10,0.0,CvS,0.5117118431802316,False,False,False
Claude-Haiku-4.5,fr,1.0,2,0.45099999999999996,0.7692453173543033,0.195,0.6699999999999999,0.27,0.06000000000000001,10,0.0,SvC,0.6381629782284916,False,False,False
Claude-Haiku-4.5,fr,1.0,3,0.475,0.8003586689069706,0.24500000000000002,0.6399999999999999,0.23000000000000004,0.13,10,0.0,SvS,0.5916134342121537,False,False,False
Claude-Haiku-4.5,fr,2.0,0,0.76,1.0,0.9,0.1,0.0,0.9,10,0.3010299956639812,CvC,0.07071067811865481,False,False,False
Claude-Haiku-4.5,fr,2.0,1,0.475,0.8023005600334793,0.30500000000000005,0.45999999999999996,0.47000000000000003,0.07,10,0.3010299956639812,CvS,0.591287289971244,False,False,False
Claude-Haiku-4.5,fr,2.0,2,0.47000000000000003,0.7021314968675217,0.3,0.45,0.5,0.05,10,0.3010299956639812,SvC,0.6202219945948317,False,False,False
Claude-Haiku-4.5,fr,2.0,3,0.471,0.7793458231539319,0.23500000000000001,0.65,0.22999999999999998,0.12,10,0.3010299956639812,SvS,0.6021604917958401,False,False,False
Claude-Haiku-4.5,fr,5.0,0,0.6990000000000001,0.974680170575693,0.775,0.16999999999999998,0.11000000000000001,0.72,10,0.6989700043360189,CvC,0.17943988375229736,False,False,False
Claude-Haiku-4.5,fr,5.0,1,0.48,0.814588777706106,0.3,0.5,0.4,0.1,10,0.6989700043360189,CvS,0.5806794818798559,False,False,False
Claude-Haiku-4.5,fr,5.0,2,0.485,0.7223385952181263,0.305,0.51,0.37,0.12,10,0.6989700043360189,SvC,0.5904456392020537,False,False,False
Claude-Haiku-4.5,fr,5.0,3,0.475,0.6750229694097806,0.275,0.55,0.35,0.1,10,0.6989700043360189,SvS,0.6187755329726752,False,False,False
Claude-Haiku-4.5,fr,10.0,0,0.72,1.0,0.8,0.2,0.0,0.8,10,1.0,CvC,0.14142135623730961,False,False,False
Claude-Haiku-4.5,fr,10.0,1,0.51,0.823899272400524,0.35,0.5,0.3,0.2,10,1.0,CvS,0.5275587485110378,False,False,False
Claude-Haiku-4.5,fr,10.0,2,0.462,0.7622571692876966,0.21000000000000002,0.6799999999999999,0.22000000000000003,0.1,10,1.0,SvC,0.6207038962158602,False,False,False
Claude-Haiku-4.5,fr,10.0,3,0.48,0.8148141575470769,0.25,0.65,0.2,0.15,10,1.0,SvS,0.5806435206927737,False,False,False
Claude-Haiku-4.5,fr,100.0,0,0.616,0.980361956103196,0.6100000000000001,0.25,0.27999999999999997,0.47000000000000003,10,2.0,CvC,0.32556539494247,False,False,False
Claude-Haiku-4.5,fr,100.0,1,0.47400000000000003,0.8972152125317183,0.32,0.41,0.54,0.05,10,2.0,CvS,0.5808570015653163,False,False,False
Claude-Haiku-4.5,fr,100.0,2,0.516,0.8237221522926946,0.36,0.5,0.27999999999999997,0.22000000000000003,10,2.0,SvC,0.5172880626847676,False,False,False
Claude-Haiku-4.5,fr,100.0,3,0.4640000000000001,0.8661869888887151,0.24,0.6,0.32,0.08,10,2.0,SvS,0.6014590268433373,False,False,False
Claude-Haiku-4.5,fr,1000.0,0,0.7310000000000001,0.9901960784313726,0.8450000000000001,0.12000000000000002,0.06999999999999999,0.8099999999999999,10,3.0,CvC,0.12217276062634368,False,False,False
Claude-Haiku-4.5,fr,1000.0,1,0.45600000000000007,0.8504222491942658,0.25,0.53,0.44000000000000006,0.030000000000000006,10,3.0,CvS,0.6172412427633551,False,False,False
Claude-Haiku-4.5,fr,1000.0,2,0.48100000000000004,0.9093719951610251,0.28500000000000003,0.55,0.33,0.12000000000000002,10,3.0,SvC,0.5675472162124898,False,False,False
Claude-Haiku-4.5,fr,1000.0,3,0.458,0.9119893294322656,0.21000000000000002,0.6599999999999999,0.26,0.08,10,3.0,SvS,0.6077708771131527,False,False,False
Claude-Haiku-4.5,vn,0.01,0,0.409,0.9390243902439025,0.035,0.9400000000000001,0.05,0.01,10,-2.0,CvC,0.6925403508046041,False,False,False
Claude-Haiku-4.5,vn,0.01,1,0.437,0.6914783629410483,0.16499999999999998,0.6900000000000001,0.29,0.02,10,-2.0,CvS,0.6777690796036417,False,False,False
Claude-Haiku-4.5,vn,0.01,2,0.44800000000000006,0.8004068718942975,0.21000000000000002,0.61,0.36,0.030000000000000006,10,-2.0,SvC,0.6380585462114817,False,False,False
