relationship,level,grouping,subgroup,pooled_slope,pooled_lo,pooled_hi,subgroup_slope,sub_lo,sub_hi,p_value,n,sign_reversal,reversal_magnitude,p_fdr,sign_reversal_fdr
p_CC ~ log10 lambda,dyad,model,Grok-4.20-Non-Reasoning,0.010633191811920434,0.005736688801397258,0.01552969482244361,0.10332187384663899,0.09459905603714955,0.11204469165612843,3.153718847242627e-119,2000,False,0.0,3.6793386551163978e-118,False
p_CC ~ log10 lambda,dyad,model,Gemini-3.5-Flash-Lite,0.010633191811920434,0.005736688801397258,0.01552969482244361,-0.03963390877690836,-0.05441510900621531,-0.02485270854760141,1.477077577859707e-07,2000,True,0.05026710058882879,3.8294603870436846e-07,True
p_CC ~ log10 lambda,dyad,language,en,0.010633191811920434,0.005736688801397258,0.01552969482244361,0.015041304328388471,0.0013159000140729148,0.028766708642704027,0.03172390705029285,2400,False,0.0,0.04189949987774527,False
p_CC ~ log10 lambda,dyad,language,fr,0.010633191811920434,0.005736688801397258,0.01552969482244361,-0.013770630041679817,-0.025001169547350065,-0.0025400905360095684,0.016249500666143203,2400,True,0.024403821853600252,0.02252406032930741,True
p_CC ~ log10 lambda,dyad,language,ar,0.010633191811920434,0.005736688801397258,0.01552969482244361,0.015035515812810388,0.006072880846876436,0.02399815077874434,0.0010090481012227294,2400,False,0.0,0.0015523816941888145,False
p_CC ~ log10 lambda,dyad,language,cn,0.010633191811920434,0.005736688801397258,0.01552969482244361,0.021289100940640914,0.010998151609422963,0.03158005027185887,5.021624023381202e-05,2400,False,0.0,0.00010338637695196591,False
p_CC ~ log10 lambda,dyad,language,vn,0.010633191811920434,0.005736688801397258,0.01552969482244361,0.015570668019441037,0.00616651108127338,0.024974824957608693,0.0011738663833853256,2400,False,0.0,0.0017863184094994086,False
p_CC ~ log10 lambda,dyad,dyad,CvC,0.010633191811920434,0.005736688801397258,0.01552969482244361,0.05644685871217423,0.048400707946672915,0.06449300947767556,5.099631574808799e-43,3000,False,0.0,3.104123567274921e-42,False
p_CC ~ log10 lambda,dyad,dyad,CvS,0.010633191811920434,0.005736688801397258,0.01552969482244361,0.0032263442638326015,-0.006179374884697486,0.012632063412362688,0.501389104298275,3000,False,0.0,0.5660844725948266,False
p_CC ~ log10 lambda,dyad,dyad,SvC,0.010633191811920434,0.005736688801397258,0.01552969482244361,0.013106226516810001,0.004098502696497733,0.022113950337122268,0.004347995630530877,3000,False,0.0,0.006275457611075493,False
p_CC ~ log10 lambda,dyad,dyad,SvS,0.010633191811920434,0.005736688801397258,0.01552969482244361,-0.030246662245132287,-0.040300856224041844,-0.02019246826622273,3.7178210891545598e-09,3000,True,0.04087985405705272,1.0843644843367465e-08,True
utility_gap ~ log10 lambda,dyad,model,Claude-Haiku-4.5,0.00038740480093880404,-0.0025520694554282213,0.0033268790573058294,-0.0002047478972391798,-0.00460446782611474,0.004194972031636381,0.9273257202344758,2000,False,0.0,0.9339971282937166,False
utility_gap ~ log10 lambda,dyad,model,Qwen3-235B-A22B,0.00038740480093880404,-0.0025520694554282213,0.0033268790573058294,-0.005192612774386991,-0.01605613859847603,0.005670913049702048,0.34884330565206023,2000,False,0.0,0.40698385659407027,False
utility_gap ~ log10 lambda,dyad,model,GPT-5.4-Nano,0.00038740480093880404,-0.0025520694554282213,0.0033268790573058294,0.0043460559478607115,-0.00174200106261154,0.010434112958332964,0.16176760447710548,2000,False,0.0,0.19693447501560665,False
utility_gap ~ log10 lambda,dyad,model,Gemini-3.1-Flash-Lite,0.00038740480093880404,-0.0025520694554282213,0.0033268790573058294,0.0030766809126362587,-0.0034196529207466716,0.009573014746019189,0.35328094521620124,2000,False,0.0,0.40875481264684443,False
utility_gap ~ log10 lambda,dyad,model,Grok-4.20-Non-Reasoning,0.00038740480093880404,-0.0025520694554282213,0.0033268790573058294,-0.021622241477118248,-0.02771114054131058,-0.015533342412925918,3.402421662249228e-12,2000,True,0.02200964627805705,1.2213821351663896e-11,True
utility_gap ~ log10 lambda,dyad,model,Gemini-3.5-Flash-Lite,0.00038740480093880404,-0.0025520694554282213,0.0033268790573058294,0.0219212940938825,0.015643254495516623,0.028199333692248377,7.717969272238525e-12,2000,False,0.0,2.7012892452834838e-11,False
utility_gap ~ log10 lambda,dyad,language,en,0.00038740480093880404,-0.0025520694554282213,0.0033268790573058294,0.004664680439385174,-0.0019724405563273833,0.011301801435097732,0.16835904199100515,2400,False,0.0,0.20319194723052345,False
utility_gap ~ log10 lambda,dyad,language,fr,0.00038740480093880404,-0.0025520694554282213,0.0033268790573058294,0.0010764006590774852,-0.0050288793843246355,0.007181680702479606,0.7296776030257883,2400,False,0.0,0.7680816873955666,False
utility_gap ~ log10 lambda,dyad,language,ar,0.00038740480093880404,-0.0025520694554282213,0.0033268790573058294,0.012798456310336857,0.00662290650147247,0.018974006119201244,4.867331900615551e-05,2400,False,0.0,0.00010170544269942942,False
utility_gap ~ log10 lambda,dyad,language,cn,0.00038740480093880404,-0.0025520694554282213,0.0033268790573058294,-0.007139536702689018,-0.0141060181647349,-0.00017305524064313484,0.044574084776279846,2400,True,0.007526941503627822,0.057781221006288686,False
utility_gap ~ log10 lambda,dyad,language,vn,0.00038740480093880404,-0.0025520694554282213,0.0033268790573058294,-0.009462976701415339,-0.01606321384174963,-0.002862739561081045,0.004953153876318214,2400,True,0.009850381502354143,0.00707593410902602,True
utility_gap ~ log10 lambda,dyad,dyad,CvC,0.00038740480093880404,-0.0025520694554282213,0.0033268790573058294,0.0006079683654941021,-0.0015203179712006392,0.002736254702188843,0.5755577190621031,3000,False,0.0,0.6246362842534452,False
utility_gap ~ log10 lambda,dyad,dyad,CvS,0.00038740480093880404,-0.0025520694554282213,0.0033268790573058294,-0.010100912318870829,-0.015466124059320605,-0.004735700578421052,0.00022428806028169254,3000,True,0.010488317119809633,0.00043014148547173913,True
utility_gap ~ log10 lambda,dyad,dyad,SvC,0.00038740480093880404,-0.0025520694554282213,0.0033268790573058294,-0.0011789791224541416,-0.0078111415495304174,0.005453183304622134,0.7275272091083305,3000,False,0.0,0.7680816873955666,False
utility_gap ~ log10 lambda,dyad,dyad,SvS,0.00038740480093880404,-0.0025520694554282213,0.0033268790573058294,0.01222154227958976,0.004600315325739553,0.019842769233439965,0.0016720587233335599,3000,False,0.0,0.002517077648029015,False
coop_rate ~ log10 lambda,agent_game,model,Claude-Haiku-4.5,0.01336579527637056,0.009273535488844253,0.017458055063896867,0.002816374005005992,-0.006967639551922084,0.012600387561934068,0.5726283792156577,4000,False,0.0,0.6246362842534452,False
coop_rate ~ log10 lambda,agent_game,model,Qwen3-235B-A22B,0.01336579527637056,0.009273535488844253,0.017458055063896867,-0.01690679420433428,-0.023117843753528697,-0.010695744655139868,9.548028380965966e-08,4000,True,0.03027258948070484,2.5314169000313576e-07,True
coop_rate ~ log10 lambda,agent_game,model,GPT-5.4-Nano,0.01336579527637056,0.009273535488844253,0.017458055063896867,0.03802455976806304,0.03070960527460025,0.04533951426152583,2.236982622660586e-24,4000,False,0.0,1.133252338998293e-23,False
coop_rate ~ log10 lambda,agent_game,model,Gemini-3.1-Flash-Lite,0.01336579527637056,0.009273535488844253,0.017458055063896867,-0.015714495939672363,-0.0187485963645139,-0.012680395514830824,3.2721879153931702e-24,4000,True,0.02908029121604292,1.5470276399565005e-23,True
coop_rate ~ log10 lambda,agent_game,model,Grok-4.20-Non-Reasoning,0.01336579527637056,0.009273535488844253,0.017458055063896867,0.09301069382964017,0.08496965207819719,0.10105173558108314,8.681201138156136e-114,4000,False,0.0,9.258990585492319e-113,False
coop_rate ~ log10 lambda,agent_game,model,Gemini-3.5-Flash-Lite,0.01336579527637056,0.009273535488844253,0.017458055063896867,-0.02103556580047994,-0.03330775149829465,-0.008763380102665226,0.0007807113664384299,4000,True,0.0344013610768505,0.0012439318625453214,True
coop_rate ~ log10 lambda,agent_game,language,en,0.01336579527637056,0.009273535488844253,0.017458055063896867,0.020706050879266337,0.009219070576698674,0.032193031181834,0.000410924891380366,4800,False,0.0,0.0007201211286646093,False
coop_rate ~ log10 lambda,agent_game,language,fr,0.01336579527637056,0.009273535488844253,0.017458055063896867,-0.01023058238858223,-0.01944895388075088,-0.0010122108964135818,0.02961699013319203,4800,True,0.02359637766495279,0.03951197631591262,True
coop_rate ~ log10 lambda,agent_game,language,ar,0.01336579527637056,0.009273535488844253,0.017458055063896867,0.022698919215681276,0.015066272321996293,0.03033156610936626,5.583209833898668e-09,4800,False,0.0,1.5690008813795923e-08,False
coop_rate ~ log10 lambda,agent_game,language,cn,0.01336579527637056,0.009273535488844253,0.017458055063896867,0.019752187180289968,0.011391361952492218,0.028113012408087716,3.6504216575752132e-06,4800,False,0.0,8.682236264256581e-06,False
coop_rate ~ log10 lambda,agent_game,language,vn,0.01336579527637056,0.009273535488844253,0.017458055063896867,0.013902401495218089,0.005954549032040082,0.021850253958396095,0.000607209593357809,4800,False,0.0,0.0010380652365808447,False
coop_rate ~ log10 lambda,agent_game,dyad,CvC,0.01336579527637056,0.009273535488844253,0.017458055063896867,0.05878658976840211,0.05137414648677288,0.06619903305003134,1.7451528233551204e-54,6000,False,0.0,1.3850811291048673e-53,False
coop_rate ~ log10 lambda,agent_game,dyad,CvS,0.01336579527637056,0.009273535488844253,0.017458055063896867,0.030059239276019216,0.0244097146476708,0.03570876390436763,1.8412302920890277e-25,6000,False,0.0,9.914316957402457e-25,False
coop_rate ~ log10 lambda,agent_game,dyad,SvC,0.01336579527637056,0.009273535488844253,0.017458055063896867,-0.012867656822473254,-0.01881987603985558,-0.006915437605090928,2.2642600325910206e-05,6000,True,0.026233452098843812,4.8768677625037365e-05,True
coop_rate ~ log10 lambda,agent_game,dyad,SvS,0.01336579527637056,0.009273535488844253,0.017458055063896867,-0.022514991116458286,-0.02988812190025564,-0.01514186033266093,2.1632063970925686e-09,6000,True,0.035880786392828844,6.603890428371457e-09,True
coop_rate ~ log10 lambda,agent_game,opp_stratum,opp 0,0.01336579527637056,0.009273535488844253,0.017458055063896867,0.039829235115976344,0.02837177438935273,0.051286695842599955,9.534157079445131e-12,2652,False,0.0,3.2555658320056545e-11,False
coop_rate ~ log10 lambda,agent_game,opp_stratum,opp 0-0.3,0.01336579527637056,0.009273535488844253,0.017458055063896867,0.011261827373198335,0.003972291975046266,0.018551362771350405,0.002461710618744868,5190,False,0.0,0.0036663775172795904,False
coop_rate ~ log10 lambda,agent_game,opp_stratum,opp 0.3-0.7,0.01336579527637056,0.009273535488844253,0.017458055063896867,-0.005427356808779464,-0.011293967568295251,0.00043925395073632356,0.06979873951009403,5413,False,0.0,0.08724842438761755,False
coop_rate ~ log10 lambda,agent_game,opp_stratum,opp 0.7-1,0.01336579527637056,0.009273535488844253,0.017458055063896867,-0.019377265329551835,-0.028108288636789124,-0.010646242022314548,1.3622354080911424e-05,3908,True,0.03274306060592239,2.979889955199374e-05,True
coop_rate ~ log10 lambda,agent_game,opp_stratum,opp 1,0.01336579527637056,0.009273535488844253,0.017458055063896867,0.01978978409945082,0.013994986712485079,0.025584581486416562,2.1794959376426613e-11,6837,False,0.0,7.264986458808871e-11,False
utility ~ coop_rate,agent_game,model,Claude-Haiku-4.5,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,0.11229174513685466,0.05051961650153194,0.17406387377217739,0.0003667836134177072,4000,True,0.170538830625435,0.000666879297123104,True
utility ~ coop_rate,agent_game,model,Qwen3-235B-A22B,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,-0.4820802519493947,-0.5553133815520752,-0.4088471223467141,4.380917702883214e-38,4000,False,0.0,2.5555353266818747e-37,False
utility ~ coop_rate,agent_game,model,GPT-5.4-Nano,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,0.11968779731558146,0.0783912540574142,0.16098434057374872,1.343251682358072e-08,4000,True,0.1779348828041618,3.687357559414316e-08,True
utility ~ coop_rate,agent_game,model,Gemini-3.1-Flash-Lite,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,-0.4242563524546,-0.5030461505070166,-0.34546655440218343,4.8813629679667264e-26,4000,False,0.0,2.7335632620613667e-25,False
utility ~ coop_rate,agent_game,model,Grok-4.20-Non-Reasoning,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,0.24639698848766517,0.21189961103800894,0.2808943659373214,1.5805123909417308e-44,4000,True,0.3046440739762455,1.0057806124174651e-43,True
utility ~ coop_rate,agent_game,model,Gemini-3.5-Flash-Lite,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,0.10123865862266149,0.05643979768798477,0.1460375195573382,9.457339589317537e-06,4000,True,0.15948574411124183,2.1705369549253364e-05,True
utility ~ coop_rate,agent_game,language,en,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,0.0037493971501447176,-0.06886902151992569,0.07636781582021512,0.9193949825563961,4800,False,0.0,0.9327195475209814,False
utility ~ coop_rate,agent_game,language,fr,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,-0.07484707096418351,-0.1542628720177996,0.0045687300894325655,0.06471689018548231,4800,False,0.0,0.08312261124740847,False
utility ~ coop_rate,agent_game,language,ar,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,-0.11120760374633101,-0.1907968774535168,-0.031618330039145215,0.006170206901805112,4800,False,0.0,0.008638289662527157,False
utility ~ coop_rate,agent_game,language,cn,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,-0.16076880990856585,-0.2462811743617101,-0.0752564454554216,0.00022882853215201515,4800,False,0.0,0.0004329188446119205,False
utility ~ coop_rate,agent_game,language,vn,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,0.0500584160530561,-0.012246636285980855,0.11236346839209306,0.11532227319539777,4800,False,0.0,0.14287715263146625,False
utility ~ coop_rate,agent_game,dyad,CvC,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,0.3843158791308253,0.379591703043687,0.38904005521796364,0.0,6000,True,0.44256296461940564,0.0,True
utility ~ coop_rate,agent_game,dyad,CvS,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,-0.3435451292692394,-0.39124867491030735,-0.2958415836281715,3.069672257617186e-45,6000,False,0.0,2.0464481717447903e-44,False
utility ~ coop_rate,agent_game,dyad,SvC,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,-0.3558015811312275,-0.4046350047844522,-0.3069681574780028,2.9014884730938985e-46,6000,False,0.0,2.0310419311657288e-45,False
utility ~ coop_rate,agent_game,dyad,SvS,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,-0.09427452310884611,-0.14581306673854322,-0.04273597947914902,0.0003368529593185396,6000,False,0.0,0.000620518609270994,False
utility ~ coop_rate,agent_game,scale,0.01,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,0.003688797856079511,-0.03345917056477748,0.040836766276936505,0.8456867916706076,2400,False,0.0,0.8770085246954449,False
utility ~ coop_rate,agent_game,scale,0.1,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,-0.030181188208209177,-0.06923983920866249,0.008877462792244134,0.12990092335073994,2400,False,0.0,0.15952744972897887,False
utility ~ coop_rate,agent_game,scale,0.25,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,-0.019765770073204875,-0.058569619977656806,0.019038079831247057,0.31810499903497835,2400,False,0.0,0.3742411753352687,False
utility ~ coop_rate,agent_game,scale,0.5,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,-0.14265728114837747,-0.18500850978787126,-0.10030605250888369,4.0562672339408055e-11,2400,False,0.0,1.3206451459342156e-10,False
utility ~ coop_rate,agent_game,scale,1.0,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,-0.12705167937309567,-0.16914876532950432,-0.08495459341668701,3.312796753932189e-09,2400,False,0.0,9.86790522447886e-09,False
utility ~ coop_rate,agent_game,scale,2.0,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,-0.06769734311126982,-0.1077367028479453,-0.02765798337459434,0.0009202149897089796,2400,False,0.0,0.0014314455395473015,False
utility ~ coop_rate,agent_game,scale,5.0,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,-0.09703831181376732,-0.13786762005279984,-0.056209003574734795,3.189667835131076e-06,2400,False,0.0,7.834271875760537e-06,False
utility ~ coop_rate,agent_game,scale,10.0,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,-0.06131422052658684,-0.10151737296852448,-0.021111068084649194,0.002797453975131132,2400,False,0.0,0.004122563752824827,False
utility ~ coop_rate,agent_game,scale,100.0,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,-0.07123955531053736,-0.11216241241811166,-0.030316698202963052,0.0006449866877119738,2400,False,0.0,0.0010879293527671849,False
utility ~ coop_rate,agent_game,scale,1000.0,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,-0.04143777179904899,-0.08061251396596777,-0.002263029632130209,0.03815494117930389,2400,False,0.0,0.0499223529448836,False
utility ~ coop_rate,agent_game,opp_stratum,opp 0,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,-0.39999999999999847,-0.399999999999999,-0.3999999999999979,0.0,2652,False,0.0,0.0,False
utility ~ coop_rate,agent_game,opp_stratum,opp 0-0.3,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,-0.3748456138997751,-0.38170402103767587,-0.36798720676187435,0.0,5190,False,0.0,0.0,False
utility ~ coop_rate,agent_game,opp_stratum,opp 0.3-0.7,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,-0.2642473486652328,-0.2739509861410017,-0.2545437111894639,0.0,5413,False,0.0,0.0,False
utility ~ coop_rate,agent_game,opp_stratum,opp 0.7-1,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,-0.22238870800595073,-0.22658428174792497,-0.2181931342639765,0.0,3908,False,0.0,0.0,False
utility ~ coop_rate,agent_game,opp_stratum,opp 1,-0.05824708548858033,-0.0928865651145711,-0.02360760586258956,-0.19999999999999543,-0.19999999999999696,-0.1999999999999939,0.0,6837,False,0.0,0.0,False
utility ~ first_coop,agent_game,model,Claude-Haiku-4.5,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,0.0008226226478488391,-0.025453439512442562,0.02709868480814024,0.951072156451639,4000,False,0.0,0.951072156451639,False
utility ~ first_coop,agent_game,model,Qwen3-235B-A22B,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,-0.3130781529676635,-0.38612081174821944,-0.24003549418710757,4.431816119366034e-17,4000,False,0.0,1.7727264477464136e-16,False
utility ~ first_coop,agent_game,model,GPT-5.4-Nano,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,0.00959507388545405,-0.01078900211950768,0.02997914989041578,0.3562246285277102,4000,False,0.0,0.4087823606055691,False
utility ~ first_coop,agent_game,model,Gemini-3.1-Flash-Lite,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,-0.19362741387347576,-0.24252847435062658,-0.14472635339632495,8.451233634650373e-15,4000,False,0.0,3.113612391713295e-14,False
utility ~ first_coop,agent_game,model,Grok-4.20-Non-Reasoning,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,0.11411824860108358,0.08752871615382439,0.14070778104834278,4.0352926843233146e-17,4000,True,0.1410267860918423,1.6615911053096002e-16,True
utility ~ first_coop,agent_game,model,Gemini-3.5-Flash-Lite,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,0.017762221534650735,-0.007910661815087174,0.04343510488438865,0.1750882042624301,4000,False,0.0,0.20950725296359157,False
