Z,beta,epsilon,lam,ALLC,ALLD,TFT,WSLS
50,0.01,0.1,0.1,0.23919848371569405,0.259583221643604,0.24913134781879123,0.25208694682191074
50,0.01,0.1,0.25,0.22343101253326636,0.2740090415573566,0.24780401558619594,0.2547559303231811
50,0.01,0.1,0.5,0.19854599020077168,0.2979308173931076,0.2455434247864808,0.25797976761963987
50,0.01,0.1,1.0,0.1551140992869616,0.3438108126012272,0.24093808087154958,0.2601370072402616
50,0.01,0.1,2.0,0.09533849548022391,0.42099899682703484,0.23186257635026788,0.25179993134247336
50,0.01,0.1,5.0,0.03841117274675386,0.5545291109120448,0.20670983266532295,0.2003498836758784
50,0.01,0.1,10.0,0.02319896172564179,0.6701693381649872,0.16521033349319064,0.14142136661618035
50,0.01,0.1,100.0,0.0002159243400688735,0.997970792395464,0.000737395211004995,0.001075888053462049
50,0.01,0.1,1000.0,4.553853225082059e-25,1.0,9.148386873184445e-25,1.1359405589630917e-24
50,0.01,0.2,0.01,0.24912052487036285,0.2508855479711654,0.24988265891618763,0.25011126824228413
50,0.01,0.2,0.1,0.24125709083907043,0.2589073599391153,0.2488075262894998,0.25102802293231447
50,0.01,0.2,0.25,0.2283798547925852,0.27246409170993313,0.24694116122327603,0.2522148922742056
50,0.01,0.2,0.5,0.20765955693893803,0.29546419236163596,0.24363478624101403,0.25324146445841195
50,0.01,0.2,1.0,0.1696074765501847,0.342197019564085,0.23638063582175142,0.2518148680639789
50,0.01,0.2,2.0,0.10953689068288744,0.43320851907726343,0.22014465023532453,0.2371099400045246
50,0.01,0.2,5.0,0.03204804980649564,0.6408719124029676,0.17065301789162665,0.1564270198989101
50,0.01,0.2,10.0,0.009730329163885328,0.8176885873763875,0.10726716581841947,0.06531391764130774
50,0.01,0.2,100.0,1.360149119737378e-07,0.9999919500420397,6.501630945059156e-06,1.4123121033225666e-06
50,0.01,0.2,1000.0,1.0612485029887351e-57,1.0,9.009236631601623e-50,1.4025964951994897e-50
50,0.05,0.0,0.01,0.24521209698768198,0.25347519526771417,0.25222469732754116,0.24908801041706272
50,0.05,0.0,0.1,0.20514576758585365,0.2817135525255427,0.2726379654900524,0.2405027143985512
50,0.05,0.0,0.25,0.15492314959679487,0.312437670622349,0.306441462972101,0.22619771680875517
50,0.05,0.0,0.5,0.11093987304079986,0.32739793524484373,0.35427580077814225,0.2073863909362142
50,0.05,0.0,1.0,0.07735503674415121,0.32352702134010886,0.41152122663831503,0.1875967152774249
50,0.05,0.0,2.0,0.051569981560371965,0.313514843881166,0.4550250034504761,0.17989017110798594
50,0.05,0.0,5.0,0.029222514383028544,0.29079119700625583,0.47567886288496275,0.2043074257257529
50,0.05,0.0,10.0,0.019459284429460755,0.29524672543541153,0.4594639561897898,0.22583003394533796
50,0.05,0.0,100.0,0.00034613172507997383,0.9816553658980255,0.011883624342903056,0.0061148780339914345
50,0.05,0.0,1000.0,2.5927148678042354e-29,1.0,8.901654379461209e-28,4.580462933120816e-28
50,0.05,0.05,0.01,0.24435837431293345,0.2544972312856222,0.2502597784749879,0.2508846159264564
50,0.05,0.05,0.1,0.1971031015124596,0.2937774962210663,0.25261926516476646,0.2565001371017076
50,0.05,0.05,0.25,0.13649979983348154,0.3487924357187487,0.256480168902016,0.2582275955457537
50,0.05,0.05,0.5,0.08206274811244656,0.40521289453605414,0.26098350975902174,0.25174084759247756
50,0.05,0.05,1.0,0.0480732556662492,0.4554377026649526,0.25807734321833714,0.23841169845046106
50,0.05,0.05,2.0,0.03211949596212307,0.5190426979975618,0.22486020023036837,0.2239776058099468
50,0.05,0.05,5.0,0.019695950521542317,0.6657264907504732,0.12325608689576459,0.1913214718322199
50,0.05,0.05,10.0,0.010428362066494574,0.8075642392797792,0.047487089535302625,0.1345203091184237
50,0.05,0.05,100.0,2.8394678551101566e-08,0.9999355835920933,5.97346383945213e-08,6.432827858969333e-05
50,0.05,0.05,1000.0,1.5496599597103437e-66,1.0,3.09931991944984e-66,2.8915311650946194e-40
50,0.05,0.1,0.01,0.24457287148751602,0.2547855614923405,0.24956746944768823,0.25107409757245525
50,0.05,0.1,0.1,0.19854599020077168,0.2979308173931076,0.2455434247864808,0.25797976761963987
50,0.05,0.1,0.25,0.13686463992436415,0.36513969429379073,0.2386351822845057,0.2593604834973394
50,0.05,0.1,0.5,0.07681341977187302,0.45161156576750267,0.22749266496652706,0.24408234949409727
50,0.05,0.1,1.0,0.03841117274675386,0.5545291109120448,0.20670983266532295,0.2003498836758784
50,0.05,0.1,2.0,0.02319896172564179,0.6701693381649872,0.16521033349319064,0.14142136661618035
50,0.05,0.1,5.0,0.010610903059311862,0.8583546618055481,0.06776338060116056,0.06327105453397948
50,0.05,0.1,10.0,0.002994031507741357,0.9675055921613054,0.013656833052626358,0.015843543278326884
50,0.05,0.1,100.0,1.5826987522153546e-13,0.9999999999989537,3.3515444847863127e-13,5.528374950660249e-13
50,0.05,0.1,1000.0,3.054370479343849e-118,1.0,6.108740958706262e-118,3.607074736487799e-118
50,0.05,0.2,0.01,0.24561390448315376,0.2544394933568163,0.24940903994671046,0.2505375622133195
50,0.05,0.2,0.1,0.20765955693893803,0.29546419236163596,0.24363478624101403,0.25324146445841195
50,0.05,0.2,0.25,0.1525168343401609,0.36551354779638384,0.23249146759502737,0.2494781502684279
50,0.05,0.2,0.5,0.08753220375218261,0.4753009339921889,0.21162782430491914,0.22553903795070931
50,0.05,0.2,1.0,0.03204804980649564,0.6408719124029676,0.17065301789162665,0.1564270198989101
50,0.05,0.2,2.0,0.009730329163885328,0.8176885873763875,0.10726716581841947,0.06531391764130774
50,0.05,0.2,5.0,0.0011181062317792989,0.9673881842344182,0.023066719634096854,0.008426989899705674
50,0.05,0.2,10.0,5.06512988300711e-05,0.997985062626443,0.001530394613915433,0.00043389146081148196
50,0.05,0.2,100.0,1.4462562077597395e-29,1.0,2.7369445749234346e-25,3.9032136644795034e-26
50,0.05,0.2,1000.0,1.7351624176655963e-283,1.0,7.584064416613903e-246,1.3807491790250413e-246
50,0.1,0.0,0.01,0.2404774129199997,0.2568967566686562,0.254460734089229,0.24816509632211517
50,0.1,0.0,0.1,0.16921223106245056,0.3045707721779353,0.295399575268486,0.23081742149112813
50,0.1,0.0,0.25,0.11093987304079986,0.32739793524484373,0.35427580077814225,0.2073863909362142
50,0.1,0.0,0.5,0.07735503674415121,0.32352702134010886,0.41152122663831503,0.1875967152774249
50,0.1,0.0,1.0,0.051569981560371965,0.313514843881166,0.4550250034504761,0.17989017110798594
50,0.1,0.0,2.0,0.03352207030962242,0.2958019409124905,0.47496063283774304,0.19571535594014403
50,0.1,0.0,5.0,0.019459284429460755,0.29524672543541153,0.4594639561897898,0.22583003394533796
50,0.1,0.0,10.0,0.01319574651809288,0.3760798779109533,0.40315669910433094,0.20756767646662286
50,0.1,0.0,100.0,7.076672675304626e-07,0.9999624936348351,2.429657617571162e-05,1.2502121721621042e-05
50,0.1,0.0,1000.0,1.1497336667466992e-57,1.0,3.947418922497001e-56,2.0311961445858352e-56
50,0.1,0.05,0.01,0.23878296645719102,0.2589814879484138,0.2505199684377663,0.25171557715662884
50,0.1,0.05,0.1,0.1540006430897128,0.3322939462281039,0.25523367552417475,0.25847173515800853
50,0.1,0.05,0.25,0.08206274811244656,0.40521289453605414,0.26098350975902174,0.25174084759247756
50,0.1,0.05,0.5,0.0480732556662492,0.4554377026649526,0.25807734321833714,0.23841169845046106
50,0.1,0.05,1.0,0.03211949596212307,0.5190426979975618,0.22486020023036837,0.2239776058099468
50,0.1,0.05,2.0,0.022468880784450657,0.6229653580931317,0.15123498615490064,0.20333077496751706
50,0.1,0.05,5.0,0.010428362066494574,0.8075642392797792,0.047487089535302625,0.1345203091184237
50,0.1,0.05,10.0,0.0027126170832285548,0.9235984395786285,0.00922995153156511,0.06445899180657776
50,0.1,0.05,100.0,1.1735490863779803e-14,0.9999999923127242,2.357069472383006e-14,7.687240526369719e-09
50,0.1,0.05,1000.0,1.0390026118715132e-131,1.0,2.0780052237430263e-131,1.5498216576770197e-79
50,0.1,0.1,0.01,0.23919848371569405,0.259583221643604,0.24913134781879123,0.25208694682191074
50,0.1,0.1,0.1,0.1551140992869616,0.3438108126012272,0.24093808087154958,0.2601370072402616
50,0.1,0.1,0.25,0.07681341977187302,0.45161156576750267,0.22749266496652706,0.24408234949409727
50,0.1,0.1,0.5,0.03841117274675386,0.5545291109120448,0.20670983266532295,0.2003498836758784
50,0.1,0.1,1.0,0.02319896172564179,0.6701693381649872,0.16521033349319064,0.14142136661618035
50,0.1,0.1,2.0,0.013529813127124691,0.8104857236218959,0.0930611491390963,0.08292331411188315
50,0.1,0.1,5.0,0.002994031507741357,0.9675055921613054,0.013656833052626358,0.015843543278326884
50,0.1,0.1,10.0,0.0002159243400688735,0.997970792395464,0.000737395211004995,0.001075888053462049
50,0.1,0.1,100.0,4.553853225082059e-25,1.0,9.148386873184445e-25,1.1359405589630917e-24
50,0.1,0.1,1000.0,5.0579125171242976e-235,1.0,1.0115825034248595e-234,5.2037215001028544e-235
50,0.1,0.2,0.01,0.24125709083907043,0.2589073599391153,0.2488075262894998,0.25102802293231447
50,0.1,0.2,0.1,0.1696074765501847,0.342197019564085,0.23638063582175142,0.2518148680639789
50,0.1,0.2,0.25,0.08753220375218261,0.4753009339921889,0.21162782430491914,0.22553903795070931
50,0.1,0.2,0.5,0.03204804980649564,0.6408719124029676,0.17065301789162665,0.1564270198989101
50,0.1,0.2,1.0,0.009730329163885328,0.8176885873763875,0.10726716581841947,0.06531391764130774
50,0.1,0.2,2.0,0.00217657791443108,0.9430454856347232,0.03911448622766727,0.015663450223178395
50,0.1,0.2,5.0,5.06512988300711e-05,0.997985062626443,0.001530394613915433,0.00043389146081148196
50,0.1,0.2,10.0,1.360149119737378e-07,0.9999919500420397,6.501630945059156e-06,1.4123121033225666e-06
50,0.1,0.2,100.0,1.0612485029887351e-57,1.0,9.009236631601623e-50,1.4025964951994897e-50
50,0.1,0.2,1000.0,0.0,1.0,0.0,0.0
50,0.5,0.0,0.01,0.20514576758585365,0.2817135525255427,0.2726379654900524,0.2405027143985512
50,0.5,0.0,0.1,0.07735503674415121,0.32352702134010886,0.41152122663831503,0.1875967152774249
50,0.5,0.0,0.25,0.04491853369584941,0.3083509895581292,0.4642341562144796,0.18249632053154177
50,0.5,0.0,0.5,0.029222514383028544,0.29079119700625583,0.47567886288496275,0.2043074257257529
50,0.5,0.0,1.0,0.019459284429460755,0.29524672543541153,0.4594639561897898,0.22583003394533796
50,0.5,0.0,2.0,0.01319574651809288,0.3760798779109533,0.40315669910433094,0.20756767646662286
50,0.5,0.0,5.0,0.004930276154639285,0.7397992299165376,0.1685369148747371,0.08673357905408603
50,0.5,0.0,10.0,0.00034613172507997383,0.9816553658980255,0.011883624342903056,0.0061148780339914345
50,0.5,0.0,100.0,2.5927148678042354e-29,1.0,8.901654379461209e-28,4.580462933120816e-28
50,0.5,0.0,1000.0,3.1102586109845806e-285,1.0,1.0678554564380394e-283,5.494790212739426e-284
50,0.5,0.05,0.01,0.1971031015124596,0.2937774962210663,0.25261926516476646,0.2565001371017076
50,0.5,0.05,0.1,0.0480732556662492,0.4554377026649526,0.25807734321833714,0.23841169845046106
50,0.5,0.05,0.25,0.028671980820576225,0.547504914066419,0.20481974859478855,0.21900335651821626
50,0.5,0.05,0.5,0.019695950521542317,0.6657264907504732,0.12325608689576459,0.1913214718322199
50,0.5,0.05,1.0,0.010428362066494574,0.8075642392797792,0.047487089535302625,0.1345203091184237
50,0.5,0.05,2.0,0.0027126170832285548,0.9235984395786285,0.00922995153156511,0.06445899180657776
50,0.5,0.05,5.0,3.987920340467884e-05,0.994433002252226,9.733326052553367e-05,0.005429785283843867
50,0.5,0.05,10.0,2.8394678551101566e-08,0.9999355835920933,5.97346383945213e-08,6.432827858969333e-05
50,0.5,0.05,100.0,1.5496599597103437e-66,1.0,3.09931991944984e-66,2.8915311650946194e-40
50,0.5,0.05,1000.0,0.0,1.0,0.0,0.0
50,0.5,0.1,0.01,0.19854599020077168,0.2979308173931076,0.2455434247864808,0.25797976761963987
50,0.5,0.1,0.1,0.03841117274675386,0.5545291109120448,0.20670983266532295,0.2003498836758784
50,0.5,0.1,0.25,0.01990938364404997,0.712219214260169,0.14486605763387533,0.1230053444619057
50,0.5,0.1,0.5,0.010610903059311862,0.8583546618055481,0.06776338060116056,0.06327105453397948
50,0.5,0.1,1.0,0.002994031507741357,0.9675055921613054,0.013656833052626358,0.015843543278326884
50,0.5,0.1,2.0,0.0002159243400688735,0.997970792395464,0.000737395211004995,0.001075888053462049
50,0.5,0.1,5.0,8.356135128984252e-08,0.9999993418190839,2.0728513620511245e-07,3.6733442860662177e-07
50,0.5,0.1,10.0,1.5826987522153546e-13,0.9999999999989537,3.3515444847863127e-13,5.528374950660249e-13
50,0.5,0.1,100.0,3.054370479343849e-118,1.0,6.108740958706262e-118,3.607074736487799e-118
50,0.5,0.1,1000.0,0.0,1.0,0.0,0.0
50,0.5,0.2,0.01,0.20765955693893803,0.29546419236163596,0.24363478624101403,0.25324146445841195
50,0.5,0.2,0.1,0.03204804980649564,0.6408719124029676,0.17065301789162665,0.1564270198989101
50,0.5,0.2,0.25,0.006428116058749861,0.8657290693737977,0.0840565015688141,0.04378631299863831
50,0.5,0.2,0.5,0.0011181062317792989,0.9673881842344182,0.023066719634096854,0.008426989899705674
50,0.5,0.2,1.0,5.06512988300711e-05,0.997985062626443,0.001530394613915433,0.00043389146081148196
50,0.5,0.2,2.0,1.360149119737378e-07,0.9999919500420397,6.501630945059156e-06,1.4123121033225666e-06
50,0.5,0.2,5.0,1.269191026976852e-15,0.9999999999994968,4.3527944934277716e-13,6.664442905748432e-14
50,0.5,0.2,10.0,1.4462562077597395e-29,1.0,2.7369445749234346e-25,3.9032136644795034e-26
50,0.5,0.2,100.0,1.7351624176655963e-283,1.0,7.584064416613903e-246,1.3807491790250413e-246
50,0.5,0.2,1000.0,0.0,1.0,0.0,0.0
50,1.0,0.0,0.01,0.16921223106245056,0.3045707721779353,0.295399575268486,0.23081742149112813
50,1.0,0.0,0.1,0.051569981560371965,0.313514843881166,0.4550250034504761,0.17989017110798594
50,1.0,0.0,0.25,0.029222514383028544,0.29079119700625583,0.47567886288496275,0.2043074257257529
50,1.0,0.0,0.5,0.019459284429460755,0.29524672543541153,0.4594639561897898,0.22583003394533796
50,1.0,0.0,1.0,0.01319574651809288,0.3760798779109533,0.40315669910433094,0.20756767646662286
50,1.0,0.0,2.0,0.007228495371484735,0.6216603655566278,0.2449983416630858,0.1261127974088016
50,1.0,0.0,5.0,0.00034613172507997383,0.9816553658980255,0.011883624342903056,0.0061148780339914345
50,1.0,0.0,10.0,7.076672675304626e-07,0.9999624936348351,2.429657617571162e-05,1.2502121721621042e-05
50,1.0,0.0,100.0,1.1497336667466992e-57,1.0,3.947418922497001e-56,2.0311961445858352e-56
50,1.0,0.0,1000.0,0.0,1.0,0.0,0.0
50,1.0,0.05,0.01,0.1540006430897128,0.3322939462281039,0.25523367552417475,0.25847173515800853
50,1.0,0.05,0.1,0.03211949596212307,0.5190426979975618,0.22486020023036837,0.2239776058099468
50,1.0,0.05,0.25,0.019695950521542317,0.6657264907504732,0.12325608689576459,0.1913214718322199
50,1.0,0.05,0.5,0.010428362066494574,0.8075642392797792,0.047487089535302625,0.1345203091184237
50,1.0,0.05,1.0,0.0027126170832285548,0.9235984395786285,0.00922995153156511,0.06445899180657776
50,1.0,0.05,2.0,0.00016609199409400605,0.9866152927790337,0.00043544860366428166,0.012783166623208051
50,1.0,0.05,5.0,2.8394678551101566e-08,0.9999355835920933,5.97346383945213e-08,6.432827858969333e-05
50,1.0,0.05,10.0,1.1735490863779803e-14,0.9999999923127242,2.357069472383006e-14,7.687240526369719e-09
50,1.0,0.05,100.0,1.0390026118715132e-131,1.0,2.0780052237430263e-131,1.5498216576770197e-79
50,1.0,0.05,1000.0,0.0,1.0,0.0,0.0
50,1.0,0.1,0.01,0.1551140992869616,0.3438108126012272,0.24093808087154958,0.2601370072402616
50,1.0,0.1,0.1,0.02319896172564179,0.6701693381649872,0.16521033349319064,0.14142136661618035
50,1.0,0.1,0.25,0.010610903059311862,0.8583546618055481,0.06776338060116056,0.06327105453397948
50,1.0,0.1,0.5,0.002994031507741357,0.9675055921613054,0.013656833052626358,0.015843543278326884
50,1.0,0.1,1.0,0.0002159243400688735,0.997970792395464,0.000737395211004995,0.001075888053462049
50,1.0,0.1,2.0,1.1481871682059187e-06,0.9999905093299297,3.059066726048113e-06,5.283416175980799e-06
50,1.0,0.1,5.0,1.5826987522153546e-13,0.9999999999989537,3.3515444847863127e-13,5.528374950660249e-13
50,1.0,0.1,10.0,4.553853225082059e-25,1.0,9.148386873184445e-25,1.1359405589630917e-24
50,1.0,0.1,100.0,5.0579125171242976e-235,1.0,1.0115825034248595e-234,5.2037215001028544e-235
50,1.0,0.1,1000.0,0.0,1.0,0.0,0.0
50,1.0,0.2,0.01,0.1696074765501847,0.342197019564085,0.23638063582175142,0.2518148680639789
50,1.0,0.2,0.1,0.009730329163885328,0.8176885873763875,0.10726716581841947,0.06531391764130774
50,1.0,0.2,0.25,0.0011181062317792989,0.9673881842344182,0.023066719634096854,0.008426989899705674
50,1.0,0.2,0.5,5.06512988300711e-05,0.997985062626443,0.001530394613915433,0.00043389146081148196
50,1.0,0.2,1.0,1.360149119737378e-07,0.9999919500420397,6.501630945059156e-06,1.4123121033225666e-06
50,1.0,0.2,2.0,6.879503643692514e-13,0.9999999998681133,1.1272678117308465e-10,1.8471982640143107e-11
50,1.0,0.2,5.0,1.4462562077597395e-29,1.0,2.7369445749234346e-25,3.9032136644795034e-26
50,1.0,0.2,10.0,1.0612485029887351e-57,1.0,9.009236631601623e-50,1.4025964951994897e-50
50,1.0,0.2,100.0,0.0,1.0,0.0,0.0
50,1.0,0.2,1000.0,0.0,1.0,0.0,0.0
100,0.01,0.0,0.01,0.24810403299367506,0.25132089427930815,0.25091342254678317,0.24966165018023367
100,0.01,0.0,0.1,0.23145621879512807,0.26278748936007906,0.25920843346287625,0.24654785838191662
100,0.01,0.0,0.25,0.20582664146264337,0.2797742143234916,0.27322772092458036,0.2411714232892847
100,0.01,0.0,0.5,0.17046396669737726,0.3008557158628012,0.29648254579734795,0.23219777164247363
100,0.01,0.0,1.0,0.12587558731698548,0.3188707570326273,0.33857498030468874,0.2166786753456985
100,0.01,0.0,2.0,0.08824777887537164,0.31806384094450885,0.39588284563447595,0.19780553454564356
100,0.01,0.0,5.0,0.051211582057030025,0.30377094811305233,0.4585175517882872,0.18649991804163046
100,0.01,0.0,10.0,0.03195220349291233,0.2831520833811993,0.48037809415456517,0.20451761897132323
100,0.01,0.0,100.0,0.004823600053517484,0.5632116675327012,0.28636872123705726,0.14559601117672402
100,0.01,0.0,1000.0,1.4535065046106568e-11,0.9999999985028883,9.83539400563004e-10,4.990372328045553e-10
100,0.01,0.05,0.01,0.2477654564214555,0.25173959496153303,0.2501124184144872,0.2503825302025242
100,0.01,0.05,0.1,0.22814663428236465,0.267268357742722,0.2511252025216507,0.25345980545326263
100,0.01,0.05,0.25,0.19781469463774345,0.2921859180035193,0.25281728353935945,0.2571821038193778
100,0.01,0.05,0.5,0.15523013212389367,0.32913037415220725,0.25558801081238774,0.2600514829115113
100,0.01,0.05,1.0,0.09986410775683727,0.3815258038313269,0.2601250215592181,0.25848506685261774
100,0.01,0.05,2.0,0.05733812081445594,0.4310907537024188,0.26126684773781617,0.25030427774530917
100,0.01,0.05,5.0,0.03217011333337605,0.5068994334401846,0.2235913989231069,0.2373390543033324
100,0.01,0.05,10.0,0.021945435254538428,0.6055570928881577,0.14973125483707234,0.2227662170202315
100,0.01,0.05,100.0,0.00015829697514391732,0.9694327917509005,0.0005092843067291839,0.02989962696722644
100,0.01,0.05,1000.0,3.7341992260660286e-26,0.9999999999959627,7.492300968446781e-26,4.037346733917839e-12
100,0.01,0.1,0.01,0.24785326920409698,0.25186256030980714,0.2498297311139106,0.2504544393721853
100,0.01,0.1,0.1,0.2289201823077996,0.26868467488185593,0.24827396215024833,0.25412118066009615
100,0.01,0.1,0.25,0.19924787212507336,0.29660366713020075,0.24561094391098848,0.25853751683373744
100,0.01,0.1,0.5,0.15632376985578333,0.34111980222308047,0.2410872984592161,0.26146912946192014
100,0.01,0.1,1.0,0.09688276660411506,0.4159709189174823,0.2321717927302033,0.25497452174819935
100,0.01,0.1,2.0,0.048389544635856145,0.512560643602467,0.21538675899214155,0.22366305276953527
100,0.01,0.1,5.0,0.023673994455694493,0.6607605540520806,0.16578829299657788,0.14977715849564702
100,0.01,0.1,10.0,0.01370445166595113,0.8024342049953351,0.09392037297508059,0.0899409703636332
100,0.01,0.1,100.0,1.2962203318784468e-06,0.9999854771700629,4.168383115524999e-06,9.058226489688419e-06
100,0.01,0.1,1000.0,2.9674886477380125e-46,1.0,5.956967878499358e-46,1.5088926135853477e-45
100,0.01,0.2,0.01,0.24826801378314628,0.2517380720534826,0.24976450469976563,0.2502294094636055
100,0.01,0.2,0.1,0.23289122476978996,0.2675693441043329,0.247574050263072,0.2519653808628051
100,0.01,0.2,0.25,0.20826181684511036,0.29455037746148954,0.2436546456472491,0.25353316004615106
100,0.01,0.2,0.5,0.1706843466568471,0.34030148461711884,0.23647727424528492,0.2525368944807491
100,0.01,0.2,1.0,0.11109467587336383,0.42944446465839886,0.22051907800373866,0.23894178146449865
100,0.01,0.2,2.0,0.047575836860634255,0.5770451700686648,0.18752522869522423,0.18785376437547666
100,0.01,0.2,5.0,0.010231481791171261,0.8108064085904806,0.10988144453584127,0.06908066508250692
100,0.01,0.2,10.0,0.002385753173537761,0.9389246834471681,0.04151154774616299,0.017178015633131167
100,0.01,0.2,100.0,2.7876940410468686e-12,0.9999999997434941,2.1894730489098472e-10,3.4770897922620144e-11
100,0.01,0.2,1000.0,8.45026305184353e-106,1.0,5.1757147554583814e-95,5.1820594012003485e-96
100,0.05,0.0,0.01,0.24060684904264842,0.25651643261624385,0.25458461946516264,0.2482920988759451
100,0.05,0.0,0.1,0.17046396669737726,0.3008557158628012,0.29648254579734795,0.23219777164247363
100,0.05,0.0,0.25,0.1125140097596784,0.3206756381905304,0.35621546238547647,0.2105948896643147
100,0.05,0.0,0.5,0.07814958333208516,0.31539525213500963,0.41393595719104437,0.19251920734186084
100,0.05,0.0,1.0,0.051211582057030025,0.30377094811305233,0.4585175517882872,0.18649991804163046
100,0.05,0.0,2.0,0.03195220349291233,0.2831520833811993,0.48037809415456517,0.20451761897132323
100,0.05,0.0,5.0,0.01641483478354419,0.2780570905509675,0.4712211846831467,0.23430688998234162
100,0.05,0.0,10.0,0.009621362712383062,0.3471074709925613,0.42583385723201017,0.21743730906304548
100,0.05,0.0,100.0,1.340105253762007e-06,0.999861973220679,9.067774762684182e-05,4.600892644030191e-05
100,0.05,0.0,1000.0,3.886930351408588e-52,1.0,2.630156204453144e-50,1.334512753983615e-50
100,0.05,0.05,0.01,0.23893166481192885,0.2586749819082149,0.2505622609262872,0.25183109235356904
100,0.05,0.05,0.1,0.15523013212389367,0.32913037415220725,0.25558801081238774,0.2600514829115113
100,0.05,0.05,0.25,0.08350702466374908,0.39863057341735497,0.2614859668683716,0.2563764350505243
100,0.05,0.05,0.5,0.04883349069781786,0.44601991765411075,0.25801225924836724,0.24713433239970414
100,0.05,0.05,1.0,0.03217011333337605,0.5068994334401846,0.2235913989231069,0.2373390543033324
100,0.05,0.05,2.0,0.021945435254538428,0.6055570928881577,0.14973125483707234,0.2227662170202315
100,0.05,0.05,5.0,0.00962484413797173,0.7803254263705993,0.04767093782519157,0.16237879166623742
100,0.05,0.05,10.0,0.002422485800276964,0.8942458777826839,0.009670777463393173,0.0936608589536459
100,0.05,0.05,100.0,4.367475115364074e-14,0.9999985651323562,9.115823571948461e-14,1.4348675089591681e-06
100,0.05,0.05,1000.0,1.7258869707469423e-123,1.0,3.4517739415093035e-123,1.3705779773881101e-56
100,0.05,0.1,0.01,0.2393483965777045,0.2593299670561257,0.24914319764634132,0.2521784387198285
100,0.05,0.1,0.1,0.15632376985578333,0.34111980222308047,0.2410872984592161,0.26146912946192014
100,0.05,0.1,0.25,0.07830051110571362,0.4456735449146956,0.22786492959257093,0.24816101438701987
100,0.05,0.1,0.5,0.03931659405613498,0.5458774186383714,0.20721786630328598,0.20758812100220767
100,0.05,0.1,1.0,0.023673994455694493,0.6607605540520806,0.16578829299657788,0.14977715849564702
100,0.05,0.1,2.0,0.01370445166595113,0.8024342049953351,0.09392037297508059,0.0899409703636332
100,0.05,0.1,5.0,0.0029789543015537718,0.9641369848970432,0.014437443619476941,0.018446617181926035
100,0.05,0.1,10.0,0.00021705684774586426,0.9975267671737856,0.0008488976099353261,0.0014072783685331234
100,0.05,0.1,100.0,3.47867909611853e-24,1.0,7.313894387444426e-24,2.1865279129258116e-23
100,0.05,0.1,1000.0,1.1824943431621754e-223,1.0,2.364988686328069e-223,4.64038384631785e-223
100,0.05,0.2,0.01,0.24138516612835267,0.25873401156016473,0.24880659340911512,0.2510742289023675
100,0.05,0.2,0.1,0.1706843466568471,0.34030148461711884,0.23647727424528492,0.2525368944807491
100,0.05,0.2,0.25,0.08912875457367915,0.47074574390874907,0.21217718244872094,0.22794831906885082
100,0.05,0.2,0.5,0.03312924236523453,0.6340191312037079,0.17211212403392429,0.1607395023971333
100,0.05,0.2,1.0,0.010231481791171261,0.8108064085904806,0.10988144453584127,0.06908066508250692
100,0.05,0.2,2.0,0.002385753173537761,0.9389246834471681,0.04151154774616299,0.017178015633131167
